Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TOLEDO E REGIÃO LTDA. - UNIPRIME PIONEIRA DO PARANÁ;1286361;b3S;;I;2;TOLEDO;PR;41518;2756;0;812;0;0;0;3567;-1246;-22;0;0;-115;-1384;2184;45;123;-907;-486;-5;0;2;-54;-1282;902;-5;898;0;-25;873;-273
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA;71243034;b3S;;I;2;CAPELINHA;MG;41518;3230;0;337;0;0;0;3567;-530;-415;0;0;-221;-1166;2401;292;342;-995;-796;-19;0;63;-111;-1225;1176;6;1182;-38;-64;1080;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV E MEMBROS JUSTIÇA TRABALHO E MINIST PÚBL TRABALHO NO TERRITÓRIO NACIONAL, PODER JUD FEDERAL E MPU PARÁ, SANTA CATARINA, TSE E STM NO DF -SICOOB CREDIJUSTRA;37079720;b3S;;I;2;BRASILIA;DF;41518;3294;0;252;0;0;0;3545;-680;-490;0;0;-94;-1264;2281;59;12;-678;-798;-8;0;14;-57;-1456;825;26;851;-16;0;835;-285
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE PANAMBI - SICREDI PANAMBI RS;91983155;b3S;;I;2;PANAMBI;RS;41518;2282;0;1213;0;0;0;3495;-810;-150;0;0;-512;-1472;2023;507;140;-896;-610;-12;0;102;-637;-1408;615;0;616;-46;0;570;0
TURMALINA CORRETORA DE CÂMBIO S.A.;10853017;n2;;I;2;SAO PAULO;SP;41518;0;0;14;0;3474;0;3487;0;0;0;0;0;0;3487;154;0;-651;-1534;-177;0;1;-4;-2210;1277;0;1277;-506;-12;759;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;41518;2988;0;499;0;0;0;3487;-92;0;0;0;18;-74;3413;0;82;-485;-339;-40;0;0;0;-782;2631;16;2647;-282;0;2365;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BRASÍLIA LTDA. - SICOOB BRASILIA;1187961;b3S;;I;2;BRASILIA;DF;41518;3037;0;444;0;0;0;3481;-465;-461;0;0;-948;-1873;1608;431;102;-1148;-1081;-15;0;159;-47;-1599;10;0;9;-11;0;-2;-230
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;;I;2;XANXERE;SC;41518;2364;0;1081;0;0;0;3445;-1345;-131;0;0;-63;-1539;1906;148;220;-816;-631;-7;22;7;-74;-1132;774;0;774;0;0;774;0
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;;I;2;UBERLANDIA;MG;41518;2091;0;1335;0;0;0;3425;-1008;-139;0;0;-51;-1198;2227;259;406;-1310;-767;-27;0;123;-95;-1411;816;49;865;-29;0;836;0
S. HAYATA CORRETORA DE CÂMBIO S.A.;67391821;n2;;I;2;SAO PAULO;SP;41518;0;0;0;0;3424;0;3424;0;0;0;0;0;0;3424;585;0;-409;-2969;-229;0;0;0;-3023;401;0;401;-162;0;239;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;;I;2;FOZ DO IGUACU;PR;41518;3119;0;289;0;0;0;3408;-661;-12;0;0;-1175;-1848;1560;272;192;-885;-1020;-11;0;0;-125;-1577;-17;1;-15;-28;0;-43;-188
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO - UNICRED ANHANGUERA;2647564;b3S;;I;2;ARARAS;SP;41518;3088;0;290;0;0;0;3378;-923;0;0;0;-472;-1395;1983;176;0;-1165;-889;-2;0;5;-40;-1915;68;30;98;-10;0;88;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE MANAUS LTDA.;1566038;b3S;;I;2;MANAUS;AM;41518;2940;0;429;0;0;0;3369;-379;-19;0;0;-329;-727;2643;69;29;-629;-733;-1;0;0;-19;-1283;1359;-4;1355;-2;0;1353;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CONSTANTINA-CRESOL CONSTANTINA.;2663426;b3S;;I;2;CONSTANTINA;RS;41518;2934;0;430;0;0;0;3364;-518;-488;0;0;-1787;-2792;572;545;18;-474;-543;1;0;44;-155;-566;6;17;23;0;0;22;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;;I;2;FRUTAL;MG;41518;3037;0;324;0;0;0;3361;-255;-484;0;0;-53;-792;2570;258;239;-842;-627;-22;0;23;-76;-1046;1524;4;1528;-46;0;1482;-401
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;;I;2;JOACABA;SC;41518;2051;0;1300;0;0;0;3351;-1354;-131;0;0;-140;-1625;1726;223;39;-633;-709;-18;0;43;-110;-1165;561;-24;537;0;0;537;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS LTDA. SICOOB CREDIPARNOR;698609;b3S;;I;2;PARACATU;MG;41518;3030;0;285;0;0;0;3315;-246;-80;0;0;-307;-633;2682;184;362;-870;-885;-10;0;35;-26;-1210;1472;4;1476;-7;0;1469;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;;I;2;NITEROI;RJ;41518;2653;0;634;0;0;0;3286;-806;0;0;0;-168;-975;2312;20;8;-764;-614;0;0;0;-20;-1371;940;2;942;0;0;942;-302
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MINISTÉRIO DA FAZENDA E DOS ÓRGÃOS VINCULADOS À PRESIDÊNCIA DA REPÚBLICA LTDA. - SICOOB CREDFAZ SERVIDOR FEDERAL;952415;b3S;;I;2;BRASILIA;DF;41518;2923;0;353;0;0;0;3276;-191;-164;0;0;-126;-481;2796;4;17;-763;-547;-3;0;0;-281;-1573;1222;0;1222;1;0;1222;-651
SICOOB NOSSACOOP - COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO E PESQUISA E DE SERVIDORES PÚBLICOS FEDERAIS DE MINAS GERAIS LTDA.;1760242;b3S;;I;2;BELO HORIZONTE;MG;41518;2903;0;353;0;0;0;3255;-877;-89;0;0;-303;-1269;1986;60;40;-744;-725;-33;0;100;-74;-1377;610;-14;595;-6;0;590;-253
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO SECOVI-GO E DOS SERVIDORES PÚBLICOS DO ESTADO DE GOIÁS LTDA;7599206;b3S;;I;2;GOIANIA;GO;41518;2414;0;806;0;0;0;3220;-760;0;0;0;-958;-1718;1502;524;292;-714;-1178;-4;0;177;-104;-1009;494;-108;385;-9;0;377;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;;I;2;GOIANIA;GO;41518;2714;0;504;0;0;0;3219;-410;0;0;0;-278;-689;2530;150;129;-702;-507;-5;0;144;-35;-827;1703;-6;1697;-20;0;1677;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE JUNDIAÍ E REGIÃO - SICREDI JUNDIAÍ SUDESTE;4167614;b3S;;I;2;JUNDIAI;SP;41518;2645;0;570;0;0;0;3216;-650;-9;0;0;-263;-922;2294;519;228;-1428;-978;-26;0;48;-709;-2346;-52;2;-50;-8;0;-58;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41931445;b3S;;I;2;FORMIGA;MG;41518;2710;0;501;0;0;1;3212;-564;-201;0;0;401;-363;2848;170;357;-941;-947;-15;0;30;-192;-1537;1312;74;1386;-25;0;1361;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ASSOCIADOS DO AGRESTE E SERTÃO CENTRAL DO ESTADO DE PERNAMBUCO - UNICRED CENTRO PERNAMBUCANA;41255225;b3S;;I;2;CARUARU;PE;41518;2946;0;254;0;0;0;3200;-643;0;0;0;-41;-684;2516;159;154;-828;-734;-7;0;60;-273;-1468;1048;-6;1042;0;0;1042;-459
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRANCISCO BELTRÃO - SICOOB CRESUD;2466552;b3S;;I;2;FRANCISCO BELTRAO;PR;41518;2807;0;386;0;0;0;3193;-854;-99;0;0;-88;-1042;2152;352;270;-981;-1136;-14;0;7;-94;-1596;556;0;556;-5;0;551;-153
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO GOIANO LTDA.;3730508;b3S;;I;2;GOIANIA;GO;41518;2814;0;345;0;0;0;3159;-362;-219;0;0;-49;-630;2528;92;64;-979;-980;-6;0;129;-415;-2096;432;0;432;-4;0;428;0
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;;I;2;SALVADOR;BA;41518;285;0;2854;0;0;0;3138;-2881;0;0;0;26;-2855;283;1;0;-1084;-476;-5;291;1427;0;154;437;-10;427;0;0;427;0
BNY MELLON;51808;b1;;C;3;RIO DE JANEIRO;RJ;41518;0;0;3116;0;0;0;3116;-29;0;0;0;-387;-416;2700;50326;40;-24342;-15564;-3664;875;13012;-742;19942;22642;-50;22592;-3836;-13845;4911;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41753500;b3S;;I;2;CARLOS CHAGAS;MG;41518;2628;0;473;0;0;0;3101;-512;-161;0;0;-61;-735;2366;144;46;-907;-672;-10;0;38;-103;-1464;903;1;904;-20;-33;851;-312
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;;I;2;SANTA CRUZ DAS PALMEIRAS;SP;41518;2855;0;233;0;0;0;3089;-710;0;0;0;-171;-881;2207;34;61;-524;-505;-4;0;2;-42;-979;1229;0;1229;0;0;1229;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITURAMA LTDA. - SICOOB CREDIRAMA;3412878;b3S;;I;2;ITURAMA;MG;41518;2808;0;279;0;0;0;3087;-375;-173;0;0;-1683;-2232;855;176;163;-826;-699;-24;0;21;-111;-1300;-444;14;-431;-34;0;-464;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON;45691128;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;41518;2308;0;776;0;0;0;3084;-50;0;0;0;-138;-189;2895;0;0;-217;-565;-1;0;0;-557;-1341;1555;0;1555;0;-25;1530;-121
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO NORTE DO PARANÁ - SICOOB ALIANÇA;6174009;b3S;;I;2;APUCARANA;PR;41518;2679;0;393;0;0;0;3072;-809;0;0;0;-287;-1096;1977;414;286;-679;-978;-11;0;0;-115;-1083;894;20;914;-21;0;893;-188
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;;I;2;ITAUNA;MG;41518;2683;0;388;0;0;0;3072;-518;-54;0;0;-603;-1175;1897;280;448;-1158;-1048;-22;0;32;-176;-1644;252;-14;238;-39;0;199;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SANTOAUGUSTENSE - SICREDI SANTO AUGUSTO RS;92564145;b3S;;I;2;SANTO AUGUSTO;RS;41518;2723;0;342;0;0;1;3066;-335;-323;0;0;-836;-1494;1572;428;167;-834;-596;-13;0;46;-715;-1517;54;30;84;-42;0;42;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE - SICOOB NOROESTE SC;81292278;b3S;;I;2;SAO LOURENCO D'OESTE;SC;41518;2047;0;1018;0;0;0;3066;-1041;-157;0;0;-445;-1643;1422;219;18;-720;-495;-7;13;37;-87;-1023;399;12;411;-8;0;403;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3519240;b3S;;I;2;BELO HORIZONTE;MG;41518;2172;0;885;0;0;0;3056;-1245;0;0;0;-114;-1359;1697;32;35;-474;-325;-9;0;41;-108;-809;889;0;889;-3;0;885;-317
GRAZZIOTIN FINANCIADORA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;6339468;n1;;I;2;PASSO FUNDO;RS;41518;3056;0;0;0;0;0;3056;-148;0;0;0;-244;-392;2664;0;43;-230;-130;-148;0;222;0;-243;2421;0;2421;-944;0;1477;0
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;;I;2;ROLANDIA;PR;41518;1153;0;1898;0;0;0;3051;-1200;-218;0;0;-155;-1573;1478;90;160;-1117;-408;-6;0;20;-25;-1285;193;-15;178;0;0;178;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4355489;b3S;;I;2;FLORIANOPOLIS;SC;41518;1533;0;1482;0;0;0;3014;-1669;0;0;0;-43;-1712;1302;117;13;-493;-486;-3;0;59;-30;-824;478;0;478;-5;0;473;-204
BANCO OURINVEST S.A.;78632767;b2;;I;2;SAO PAULO;SP;41518;1521;0;537;26;914;0;2998;-1609;0;0;0;96;-1513;1485;3215;3660;-6070;-6420;-889;0;608;-267;-6163;-4678;0;-4677;2267;0;-2411;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;;I;2;LAJEADO;RS;41518;2737;0;257;0;0;0;2994;-1142;0;0;0;-78;-1220;1774;46;58;-655;-576;0;0;0;-11;-1138;636;0;636;0;0;636;-470
UNICRED BELÉM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE E DO FUNCIONALISMO PÚBLICO DE BELÉM;83315408;b3S;;I;2;BELEM;PA;41518;2581;0;411;0;0;0;2992;-660;0;0;0;-290;-950;2042;38;109;-714;-437;-3;0;38;-144;-1112;930;0;930;0;0;930;-315
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORDESTE DO PARÁ - SICREDI NORDESTE PA;10772401;b3S;;I;2;PARAGOMINAS;PA;41518;2111;0;850;0;0;0;2961;-357;-1418;0;0;-133;-1908;1052;441;161;-499;-556;-15;0;1241;-1192;-419;633;131;764;-78;0;686;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES SUDOESTE, SUL E OESTE DE GOIÁS;3047549;b3S;;I;2;RIO VERDE;GO;41518;2334;0;618;0;0;0;2952;-720;0;0;0;-845;-1565;1387;182;237;-919;-1019;-7;0;18;-32;-1539;-152;0;-151;-2;0;-154;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS ? SICOOB CREDICAMPOS SC;78862083;b3S;;I;2;CAMPOS NOVOS;SC;41518;1984;0;944;0;0;0;2928;-900;-372;0;0;-174;-1446;1482;174;169;-687;-822;-12;0;109;-83;-1153;329;-8;321;0;0;321;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAÍSO DO TOCANTINS E REGIÃO LTDA;26960328;b3S;;I;2;PARAISO DO NORTE DO TOCANTINS;TO;41518;2588;0;340;0;0;0;2928;-366;-135;0;0;-91;-592;2336;82;88;-707;-713;-7;0;20;-35;-1271;1064;46;1110;0;0;1110;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARANÉSIA LTDA. - SICOOB RURALCREDI;24048910;b3S;;I;2;GUARANESIA;MG;41518;2604;0;315;0;0;6;2924;-428;-240;0;0;163;-505;2420;158;129;-668;-696;-12;0;67;-107;-1129;1291;-22;1269;-17;0;1252;-106
OPPORTUNITY;51107;b2;;C;2;RIO DE JANEIRO;RJ;41518;0;0;2911;0;0;0;2911;0;0;0;0;0;0;2911;2236;0;-940;-1526;-361;12;1659;-24;1055;3966;0;3966;-1551;-117;2298;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;;I;2;CARMO DO PARANAIBA;MG;41518;2313;0;586;0;0;0;2899;-552;-216;0;0;-180;-948;1951;239;196;-648;-528;-21;0;23;-74;-813;1138;-62;1076;-16;0;1061;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;;I;2;SAO PAULO;SP;41518;2729;0;138;0;0;0;2867;0;0;0;0;-62;-62;2805;0;0;-188;-99;-50;0;14;0;-323;2482;0;2482;-21;0;2461;-54
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;;I;2;PORTO ALEGRE;RS;41518;13;0;2846;0;0;0;2859;-2653;0;0;0;-3;-2656;203;0;0;-455;348;0;0;0;-2;-110;93;0;93;0;0;93;0
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;41518;2018;0;841;0;0;0;2858;-481;0;0;0;-274;-755;2103;79;561;-1068;-599;-6;0;28;-118;-1123;981;-101;880;-1;0;879;-237
COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR LTDA. - SICOOB COFAL;21797311;b3S;;I;2;BELO HORIZONTE;MG;41518;2099;0;750;0;0;0;2849;-1018;0;0;0;-235;-1253;1595;71;82;-709;-250;-7;0;78;-52;-786;809;0;809;-3;0;806;-247
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE TRANSPORTES DO ESTADO DE SANTA CATARINA   TRANSPOCRED;8075352;b3S;;I;2;FLORIANOPOLIS;SC;41518;2333;0;509;0;0;0;2843;-656;-213;0;0;-471;-1339;1503;429;35;-751;-1066;-4;0;0;-61;-1419;85;-15;70;0;-57;12;0
COOPERATIVA DE CRÉDITO DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO ALTO SÃO FRANCISCO LTDA. - SICOOB CREDIPRATA;26178111;b3S;;I;2;LAGOA DA PRATA;MG;41518;2240;0;599;0;0;3;2843;-718;-178;0;0;-144;-1041;1802;215;56;-866;-678;-20;0;25;-76;-1344;459;-7;452;-34;-53;364;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE HOLAMBRA - SICREDI HOLAMBRA SP;57647653;b3S;;I;2;HOLAMBRA;SP;41518;2088;0;725;0;0;0;2813;-769;-123;0;0;-768;-1660;1153;418;138;-883;-691;-11;0;63;-502;-1467;-314;1;-315;-13;0;-328;0
BANCO ARBI S.A.;54403563;b1;;I;2;RIO DE JANEIRO;RJ;41518;2464;0;346;0;0;0;2810;-1349;0;0;0;-272;-1621;1189;15;119;-1340;-1001;-99;119;463;-127;-1852;-664;44;-620;0;0;-620;0
COOPERATIVA DE CRÉDITO RURAL DE PITANGUI LTDA-SICOOB CREDICOOP;41931221;b3S;;I;2;PITANGUI;MG;41518;2393;0;414;0;0;0;2807;-607;-62;0;0;43;-626;2182;82;30;-759;-618;-4;0;24;-68;-1315;867;0;867;-12;0;856;0
CONCÓRDIA S.A. CORRETORA DE VALORES MOBILIÁRIOS, CÂMBIO E COMMODITIES;52904364;n2;;I;2;SAO PAULO;SP;41518;0;0;2805;-28;0;0;2777;-89;0;0;0;0;-89;2689;9827;1559;-3882;-8954;-916;0;292;-208;-2282;407;0;407;-151;0;255;0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE CAPIVARI;49389307;b3S;;I;2;CAPIVARI;SP;41518;1770;0;1003;0;0;0;2773;-1104;-200;0;0;-556;-1860;913;29;131;-698;-582;-45;0;38;-48;-1176;-263;347;84;0;0;84;-63
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL EM BRASÍLIA LTDA. - SICOOB EXECUTIVO;694877;b3S;;I;2;BRASILIA;DF;41518;2318;0;448;0;0;0;2765;-671;-83;0;0;-228;-981;1784;127;105;-1004;-847;-10;11;22;-52;-1648;136;-53;83;0;0;83;0
MÚLTIPLA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;5351887;n1;;I;2;FORTALEZA;CE;41518;2736;0;28;0;0;0;2763;-1043;-6;0;0;-345;-1393;1370;11;597;-489;-1470;-134;0;0;-101;-1585;-215;0;-215;-6;0;-221;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA ZONA DA MATA MINEIRA E SUL DO ESPÍRITO SANTO - UNICRED SUDESTE;86389236;b3S;;I;2;UBA;MG;41518;2048;0;711;0;0;0;2759;-890;0;0;0;-131;-1022;1737;271;68;-717;-1063;-6;0;0;-37;-1484;253;4;257;1;0;257;-70
GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;33918160;n2;;I;2;SAO PAULO;SP;41518;29;0;3049;-336;0;0;2742;-5;0;0;0;-41;-46;2696;15151;3807;-3207;-18185;-1867;0;211;-86;-4176;-1480;-340;-1820;0;0;-1820;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE E DOS SERVIDORES PÚBLICOS FEDERAIS E ESTADUAIS DE SALVADOR E REGIÃO METROPOLITANA LTDA. - UNICRED SALVADOR;2245493;b3S;;I;2;SALVADOR;BA;41518;2645;0;83;0;0;0;2729;-11;0;0;0;228;217;2946;9;23;-321;-693;1;0;133;-111;-961;1985;0;1985;0;0;1985;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE ARARAQUARA E REGIÃO - SICREDI UNIÃO CENTRO NORTE PAULISTA SP;73113243;b3S;;I;2;ARARAQUARA;SP;41518;1965;0;759;0;0;0;2725;-853;-19;0;0;-175;-1047;1678;377;78;-650;-590;-15;0;109;-395;-1087;591;0;591;-39;0;553;0
COOPERATIVA DE CRÉDITO DE POMPÉU LTDA. - SICOOB CREDIPÉU;66262643;b3S;;I;2;POMPEU;MG;41518;2261;0;459;0;0;0;2720;-735;-98;0;0;-263;-1096;1624;122;39;-736;-439;-9;0;45;-76;-1054;570;0;570;-23;0;547;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;;I;2;SAO GOTARDO;MG;41518;2197;0;510;0;0;1;2708;-551;-324;0;0;-112;-987;1722;173;110;-454;-389;-7;0;22;-109;-653;1069;4;1073;-22;0;1051;-600
BANCO POTTENCIAL S.A.;253448;b1;;I;2;BELO HORIZONTE;MG;41518;1587;0;1119;0;0;0;2706;-1666;-265;0;0;-630;-2562;144;6279;222;-738;-5989;-41;-100;208;-1875;-2034;-1890;44;-1846;0;0;-1846;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DA MANTIQUEIRA LTDA. - SICOOB CREDICAMPO;21661202;b3S;;I;2;ENTRE RIOS DE MINAS;MG;41518;2195;0;505;0;0;0;2700;-619;-52;0;0;-108;-778;1923;212;378;-1041;-951;-31;0;12;-82;-1502;421;1;420;-25;-34;362;-134
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;;I;2;BARRA BONITA;SP;41518;2261;0;435;0;0;0;2696;0;0;0;0;-16;-16;2680;27;0;-502;-290;-23;0;0;0;-788;1892;-52;1841;-168;0;1673;-1125
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - CREDIMED;69346856;b3S;;I;2;FRANCA;SP;41518;2373;0;315;0;0;0;2688;-770;0;0;0;-450;-1220;1469;67;67;-907;-563;-2;0;65;-57;-1328;141;3;143;0;0;143;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO ESTADO DO RIO DE JANEIRO LTDA.;2000895;b3S;;I;2;RIO DE JANEIRO;RJ;41518;2412;0;272;0;0;0;2684;-329;-84;0;0;7;-406;2278;41;21;-746;-454;-7;0;112;-74;-1107;1170;0;1170;-5;0;1165;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO PAJEÚ - SICOOB CREDIPAJEÚ;3732359;b3S;;I;2;SAO JOSE DO EGITO;PE;41518;2620;0;47;0;0;0;2667;-351;-133;0;0;-370;-853;1814;217;358;-1141;-639;-24;0;0;-79;-1308;506;-13;493;-13;-52;428;-99
JURISCRED - COOPERATIVA DE CRÉDITO DOS MEMBROS DO PODER JUDICIÁRIO, DO MINISTÉRIO PÚBLICO, DE ÓRGÃOS JURÍDICOS E DE SERVIDORES PÚBLICOS CIVIS ESTADUAIS E MUNICIPAIS EM ALAGOAS;4179861;b3S;;I;2;MACEIO;AL;41518;2313;0;342;0;0;0;2655;-567;0;0;0;5;-562;2093;42;95;-627;-269;-11;0;50;-256;-976;1117;0;1117;0;-42;1075;-527
