Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;;I;2;SALVADOR;BA;41791;624;0;8492;0;0;0;9116;-8487;0;0;0;6;-8481;634;2;0;-2277;-900;-11;1090;3214;-1;1117;1751;0;1751;1;0;1750;0
COOPERATIVA DE CRÉDITO RURAL DE CÂNDIDO MOTA;66788142;b3S;;I;2;CANDIDO MOTA;SP;41791;7508;0;1588;0;0;17;9112;-1751;-915;0;0;-2132;-4799;4313;292;606;-2440;-1959;-20;0;836;-816;-3502;811;42;854;-36;-93;725;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE SP;4463602;b3S;;I;2;MARILIA;SP;41791;7074;0;1984;0;0;0;9057;-2600;-82;0;0;-3293;-5975;3082;1266;514;-2676;-2275;-35;0;155;-1833;-4885;-1802;-16;-1818;-42;0;-1860;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TOLEDO E REGIÃO LTDA. - UNIPRIME PIONEIRA DO PARANÁ;1286361;b3S;;I;2;TOLEDO;PR;41791;7145;0;1869;0;0;0;9014;-3281;-56;0;0;-696;-4033;4981;93;298;-1873;-487;-10;0;3;-125;-2102;2879;-11;2869;0;-80;2788;-652
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;;I;2;RAUL SOARES;MG;41791;7563;0;1434;0;0;0;8998;-2359;-529;0;0;-490;-3379;5619;950;1205;-3134;-2471;-69;0;261;-347;-3605;2014;45;2058;-142;-88;1829;-343
ADVANCED CC LTDA - PRUDENCIAL;1000082004;n2;;I;2;SAO PAULO;SP;41791;0;0;11;0;8959;0;8971;0;0;0;0;-377;-377;8594;6028;0;-3448;-10468;-1044;0;145;-328;-9115;-521;-7;-529;0;0;-529;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6332931;b3S;;I;2;RIO VERDE;GO;41791;7793;0;1155;0;0;0;8948;-935;-1199;0;0;-2762;-4896;4052;1055;483;-2579;-2113;-28;0;418;-1131;-3895;156;2;158;-112;0;46;0
BROKER BRASIL CC LTDA. - PRUDENCIAL;1000082372;n2;;I;2;SAO PAULO;SP;41791;0;0;0;-9;8955;0;8945;0;0;0;0;0;0;8945;703;0;-1190;-5718;-485;0;6;-188;-6871;2074;0;2074;-721;0;1353;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;;I;2;BRASILIA;DF;41791;2406;0;6403;0;0;0;8809;-8809;0;0;0;-283;-9092;-283;3;0;-2478;-1378;-14;3762;3890;-22;3763;3480;0;3480;0;0;3480;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;;I;2;FOZ DO IGUACU;PR;41791;7671;0;1127;0;0;0;8799;-2312;-54;0;0;-1838;-4204;4595;642;451;-2075;-2291;-35;0;69;-247;-3486;1109;9;1118;-82;0;1035;-487
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DA REGIÃO SUL FLUMINENSE LTDA. UNICRED REGIONAL SUL FLUMINENSE;86803939;b3S;;I;2;NOVA IGUACU;RJ;41791;7736;0;1058;0;0;0;8794;-2801;0;0;0;-875;-3676;5118;207;193;-2112;-2282;-7;0;15;-122;-4108;1009;84;1093;-8;0;1085;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SERTÃO BAIANO - SICOOB SERTÃO;2057584;b3S;;I;2;PINTADAS;BA;41791;8005;0;763;0;0;0;8768;-1329;-212;0;0;-1420;-2960;5808;710;754;-2204;-2309;-60;0;117;-335;-3327;2481;2;2483;-86;0;2397;-791
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;;I;2;GOIANIA;GO;41791;7698;0;1055;0;0;0;8753;-1210;0;0;0;-2469;-3679;5074;277;300;-1698;-1264;-9;0;128;-96;-2363;2711;2;2713;-61;0;2652;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPINA GRANDE LTDA. - UNICRED CENTRO PARAIBANA;1151186;b3S;;I;2;CAMPINA GRANDE;PB;41791;7055;0;1669;0;0;0;8723;-2425;0;0;0;-398;-2824;5900;158;396;-2103;-1188;-14;0;137;-566;-3180;2720;0;2720;0;-61;2659;-933
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA;1152097;b3S;;I;2;VOLTA GRANDE;MG;41791;7197;0;1523;0;0;0;8720;-1918;-167;0;0;-963;-3048;5672;871;1422;-3200;-2810;-79;0;223;-368;-3942;1730;96;1826;-152;0;1673;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;25387655;b3S;;I;2;TEOFILO OTONI;MG;41791;6234;0;2460;0;0;0;8694;-1811;-169;0;0;-457;-2438;6257;1081;1144;-3697;-2878;-84;0;212;-419;-4641;1616;-13;1603;-129;0;1473;-479
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;;I;2;XANXERE;SC;41791;6056;0;2531;0;0;0;8587;-3483;-295;0;0;-475;-4254;4334;366;549;-1752;-1727;-18;0;24;-42;-2600;1733;-6;1727;-27;0;1701;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;;I;2;SANTO ANTONIO DO MONTE;MG;41791;7078;0;1481;0;0;0;8559;-2074;-339;0;0;-591;-3004;5555;755;133;-1973;-1449;-64;0;198;-167;-2567;2988;60;3048;-183;-22;2844;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;;I;2;LAJEADO;RS;41791;7546;0;1006;0;0;0;8552;-3526;0;0;0;-298;-3825;4727;175;73;-1508;-1316;0;0;4;-169;-2742;1985;2;1987;0;0;1987;-1153
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;;I;2;UNAI;MG;41791;7178;0;1362;0;0;0;8540;-1445;-1287;0;0;-252;-2984;5556;609;255;-2348;-1906;-59;0;392;-172;-3229;2327;-2;2325;-70;-80;2175;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;;I;2;JOACABA;SC;41791;4863;0;3638;0;0;0;8501;-3933;-378;0;0;-976;-5287;3214;667;90;-1535;-1683;-55;0;17;-238;-2738;476;7;483;-107;0;376;0
COOPERATIVA DE CREDITO DO VALE DO SAO PATRICIO LTDA;968602;b3S;;I;2;GOIANESIA;GO;41791;6167;0;2295;0;0;0;8462;-1520;-526;0;0;550;-1496;6966;33;59;-1143;-423;1;0;215;-142;-1403;5563;87;5651;-4;0;5647;0
TURMALINA CC S.A. - PRUDENCIAL;1000082255;n2;;I;2;SAO PAULO;SP;41791;0;0;44;0;8386;0;8430;0;0;0;0;0;0;8430;346;0;-1759;-4088;-425;0;1;-254;-6179;2251;-4;2247;-897;-7;1343;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO GOIANO LTDA.;3730508;b3S;;I;2;GOIANIA;GO;41791;7515;0;904;0;0;0;8419;-1080;-518;0;0;-1022;-2620;5799;292;158;-2498;-2416;-17;0;665;-1063;-4879;920;-33;887;-8;0;879;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;;I;2;RIO DO SUL;SC;41791;4323;0;4087;0;0;0;8411;-3462;-57;0;0;-24;-3543;4868;767;226;-1890;-1825;-51;0;68;-362;-3068;1800;-8;1792;-77;0;1714;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;;I;2;FRUTAL;MG;41791;7544;0;805;0;0;0;8348;-734;-928;0;0;-708;-2370;5978;596;522;-2194;-1487;-50;0;149;-203;-2668;3311;1;3310;-86;0;3224;-1050
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;;I;2;ARAXA;MG;41791;6337;0;2003;0;0;0;8341;-2285;-480;0;0;-123;-2888;5452;834;887;-2417;-2308;-83;0;440;-214;-2862;2590;-37;2553;-116;-40;2398;-420
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO - UNICRED ANHANGUERA;2647564;b3S;;I;2;ARARAS;SP;41791;7473;0;860;0;0;0;8333;-2568;0;0;0;-1579;-4147;4186;416;44;-2387;-2068;0;0;17;-56;-4035;151;0;151;0;0;151;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO IGUAÇU INTEGRADO - SICOOB INTEGRADO;7122321;b3S;;I;2;PATO BRANCO;PR;41791;7419;0;849;0;0;0;8268;-2115;-153;0;0;-1033;-3301;4967;737;750;-2670;-2533;-27;0;96;-242;-3890;1077;24;1101;-54;0;1047;-417
RENOVA S.A. CC - PRUDENCIAL;1000082200;n2;;I;2;SAO PAULO;SP;41791;0;0;10;0;8230;0;8240;0;-67;0;0;-383;-450;7790;3465;0;-2671;-9220;-715;0;32;-22;-9132;-1342;0;-1342;0;0;-1342;0
FITTA DTVM S.A. - PRUDENCIAL;1000083948;n2;;I;2;SAO PAULO;SP;41791;0;0;1359;-1;6837;0;8195;0;-54;0;0;60;7;8202;168;0;-1841;-9336;-402;0;113;-1085;-12383;-4181;-4;-4184;0;0;-4184;0
FINSOL SCMEPP S.A. - PRUDENCIAL;1000083340;n1;;I;3;RECIFE;PE;41791;8395;0;-216;0;0;0;8178;-293;-1570;0;0;-403;-2265;5913;2777;0;-8492;-3619;-577;0;0;-21;-9932;-4018;0;-4018;0;0;-4018;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO SECOVI-GO E DOS SERVIDORES PÚBLICOS DO ESTADO DE GOIÁS LTDA;7599206;b3S;;I;2;GOIANIA;GO;41791;6205;0;1930;0;0;0;8135;-2022;0;0;0;-445;-2466;5669;1248;566;-1441;-2494;-10;0;168;-149;-2112;3556;-35;3521;-9;0;3512;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE;38588174;b3S;;I;2;CONSELHEIRO PENA;MG;41791;6285;0;1831;0;0;0;8116;-2140;-35;0;0;-866;-3040;5076;190;268;-2184;-2078;-27;0;592;-293;-3531;1545;41;1586;-35;0;1551;0
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;;I;2;CASCAVEL;PR;41791;6208;0;1767;0;0;0;7975;-2126;0;0;0;580;-1545;6429;123;0;-1997;-894;-6;0;82;-1658;-4350;2080;0;2080;0;0;2080;-761
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV E MEMBROS JUSTIÇA TRABALHO E MINIST PÚBL TRABALHO NO TERRITÓRIO NACIONAL, PODER JUD FEDERAL E MPU PARÁ, SANTA CATARINA, TSE E STM NO DF -SICOOB CREDIJUSTRA;37079720;b3S;;I;2;BRASILIA;DF;41791;7296;0;642;0;0;0;7938;-2205;-859;0;0;-386;-3450;4488;138;27;-1499;-1710;-18;233;44;-341;-3125;1363;5;1368;-33;0;1335;-706
VR - PRUDENCIAL;1000080408;b1;;C;2;BARUERI;SP;41791;0;0;7844;0;0;0;7844;-2323;0;0;0;3783;1461;9304;6;10;-1447;-2495;-299;0;901;-4374;-7698;1607;-533;1074;-839;0;235;0
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;;I;2;UBERLANDIA;MG;41791;4505;0;3298;0;0;0;7803;-2410;-390;0;0;-452;-3252;4550;638;676;-3049;-1594;-68;0;409;-31;-3019;1531;55;1586;-43;0;1543;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA;71243034;b3S;;I;2;CAPELINHA;MG;41791;6819;0;917;0;0;0;7736;-1521;-762;0;0;-442;-2725;5011;741;729;-2300;-1638;-51;0;575;-173;-2116;2895;7;2902;-103;-155;2644;0
ATRIA S.A. - CFI - PRUDENCIAL;1000083508;n1;;I;2;ARAUCARIA;PR;41791;7262;0;392;0;0;0;7654;-1410;0;0;0;-28761;-30171;-22517;0;19;-29;-719;-105;0;226;-622;-1231;-23747;277;-23470;0;0;-23470;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS LTDA. SICOOB CREDIPARNOR;698609;b3S;;I;2;PARACATU;MG;41791;6744;0;818;0;0;0;7562;-872;-136;0;0;-1521;-2529;5033;422;731;-2281;-2075;-24;0;42;-87;-3271;1761;55;1816;-19;0;1797;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;41791;6104;0;1416;0;0;0;7520;-225;0;0;0;264;39;7560;0;190;-1004;-959;-68;0;0;0;-1842;5718;40;5757;-529;0;5228;-4009
DIRECAO S.A. CFI - PRUDENCIAL;1000083625;n1;;I;2;SANTOS;SP;41791;5701;0;1756;0;0;0;7457;0;-6;0;0;-7144;-7150;306;0;0;-790;-711;-376;0;661;-18;-1234;-927;3;-924;-1820;0;-2744;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE TRANSPORTES DO ESTADO DE SANTA CATARINA   TRANSPOCRED;8075352;b3S;;I;2;FLORIANOPOLIS;SC;41791;6078;0;1304;0;0;0;7382;-1907;-553;0;0;-1309;-3768;3614;632;380;-1561;-2422;-8;0;7;-63;-3037;577;-64;513;0;-96;417;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4355489;b3S;;I;2;FLORIANOPOLIS;SC;41791;3818;0;3539;0;0;0;7357;-4167;0;0;0;-111;-4278;3079;484;28;-1035;-1016;-18;0;143;-80;-1495;1584;1;1584;-21;0;1562;-485
NOVO MUNDO CC S.A. - PRUDENCIAL;1000082028;n2;;I;2;SAO PAULO;SP;41791;0;0;0;0;7317;0;7317;0;0;0;0;0;0;7317;1184;0;-2751;-4094;-477;0;486;-235;-5887;1430;0;1430;-568;0;862;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE - SICOOB NOROESTE SC;81292278;b3S;;I;2;SAO LOURENCO D'OESTE;SC;41791;4879;0;2377;0;0;0;7256;-2714;-359;0;0;-217;-3290;3966;427;46;-1518;-1137;-16;0;94;-146;-2249;1716;9;1725;-35;0;1690;-449
TODESCREDI S/A - CFI - PRUDENCIAL;1000083546;n1;;I;2;BENTO GONCALVES;RS;41791;7207;0;0;0;0;0;7207;-2689;0;0;0;-3340;-6029;1178;232;0;-590;-924;-217;0;20;-267;-1745;-568;-14;-582;0;0;-582;0
S. HAYATA CC S.A. - PRUDENCIAL;1000081971;n2;;I;2;SAO PAULO;SP;41791;0;0;0;0;7181;0;7181;0;0;0;0;0;0;7181;960;0;-831;-6071;-429;0;0;0;-6371;810;0;810;-303;0;507;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BRASÍLIA LTDA. - SICOOB BRASILIA;1187961;b3S;;I;2;BRASILIA;DF;41791;5841;0;1251;0;0;0;7091;-1298;-1128;0;0;-1623;-4048;3043;390;225;-2517;-2243;-35;191;139;-21;-3873;-830;1;-829;-37;0;-866;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;;I;2;ITAUNA;MG;41791;6142;0;901;0;0;1;7045;-1371;-223;0;0;-387;-1982;5063;803;971;-2613;-2219;-47;0;146;-367;-3327;1736;9;1745;-105;0;1640;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS   SICOOB CREDICAMPOS SC;78862083;b3S;;I;2;CAMPOS NOVOS;SC;41791;4607;0;2426;0;0;0;7034;-2645;-871;0;0;28;-3489;3545;471;347;-1374;-1669;-22;0;35;-163;-2376;1169;-22;1147;-54;0;1093;-291
H.H.PICCHIONI - PRUDENCIAL;1000080226;n2;;C;2;BELO HORIZONTE;MG;41791;5;0;1078;0;5915;0;6997;0;0;0;0;60;60;7056;728;475;-4769;-4061;-422;0;431;-69;-7687;-630;192;-438;0;-3;-441;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41753500;b3S;;I;2;CARLOS CHAGAS;MG;41791;5690;0;1306;0;0;0;6996;-1466;-299;0;0;-113;-1878;5118;363;125;-1950;-1386;-26;0;166;-127;-2837;2281;4;2285;-59;-90;2136;-546
NATIXIS BRASIL S.A. BM - PRUDENCIAL;1000081627;b1;;I;3;SAO PAULO;SP;41791;0;0;6961;0;0;0;6962;-165;-99;0;-102;58;-308;6654;7565;0;-4321;-3067;-323;0;0;-216;-363;6291;15;6306;-2565;0;3741;0
OPPORTUNITY - PRUDENCIAL;1000080518;b2;;C;2;RIO DE JANEIRO;RJ;41791;0;0;6950;0;0;0;6950;0;0;0;0;0;0;6950;4484;0;-1881;-3899;-884;279;3232;-96;1234;8184;0;8184;-3186;-1206;3792;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;;I;2;NITEROI;RJ;41791;5215;0;1722;0;0;0;6937;-2231;0;0;0;-2921;-5152;1785;109;13;-1619;-1338;-4;0;7;-162;-2996;-1212;11;-1200;0;0;-1200;-176
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;;I;2;ROLANDIA;PR;41791;2548;0;4326;0;0;0;6874;-2590;-504;0;0;-53;-3148;3726;268;256;-2557;-792;-13;0;295;-156;-2699;1027;0;1028;0;0;1028;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;I;2;RIO DE JANEIRO;RJ;41791;121;0;6743;0;0;0;6863;0;0;0;0;0;0;6863;1;0;-283;-2297;-4;0;24;0;-2558;4305;0;4305;-1005;0;3300;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MINISTÉRIO DA FAZENDA E DOS ÓRGÃOS VINCULADOS À PRESIDÊNCIA DA REPÚBLICA LTDA. - SICOOB CREDFAZ SERVIDOR FEDERAL;952415;b3S;;I;2;BRASILIA;DF;41791;6191;0;665;0;0;0;6856;-454;-357;0;0;-49;-860;5997;14;31;-1375;-1178;-7;255;4;-857;-3113;2884;-1;2883;-3;0;2880;-1403
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CONSTANTINA-CRESOL CONSTANTINA.;2663426;b3S;;I;2;CONSTANTINA;RS;41791;5770;0;1081;0;0;0;6851;-1363;-981;0;0;-2292;-4637;2214;840;55;-1049;-1083;0;0;10;-464;-1689;525;27;552;0;0;552;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ASSOCIADOS DO AGRESTE E SERTÃO CENTRAL DO ESTADO DE PERNAMBUCO - UNICRED CENTRO PERNAMBUCANA;41255225;b3S;;I;2;CARUARU;PE;41791;5810;0;1007;0;0;0;6817;-1786;0;0;0;-544;-2330;4487;352;367;-1827;-1549;-16;0;135;-559;-3096;1391;10;1401;0;0;1401;-821
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3519240;b3S;;I;2;BELO HORIZONTE;MG;41791;4819;0;1995;0;0;0;6814;-3199;0;0;0;-1182;-4380;2434;77;89;-1109;-822;-22;0;48;-426;-2165;269;1;270;0;0;270;-238
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES SUDOESTE, SUL E OESTE DE GOIÁS;3047549;b3S;;I;2;RIO VERDE;GO;41791;5783;0;1020;0;0;0;6803;-1368;0;0;0;-2000;-3368;3435;171;579;-1818;-2471;-12;0;63;-84;-3571;-136;-34;-170;-4;0;-174;0
F D GOLD DTVM LTDA - PRUDENCIAL;1000083993;n2;;I;2;SAO PAULO;SP;41791;0;0;6738;0;0;0;6738;0;0;0;0;0;0;6738;0;0;-693;-4697;-314;0;7;-21;-5717;1021;0;1021;-401;0;620;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS ESTADOS DO TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO CERRADO;3836609;b3S;;I;2;DIANOPOLIS;TO;41791;5760;0;974;0;0;0;6734;-934;-1255;0;0;-993;-3183;3551;758;336;-1727;-1471;-42;0;306;-1006;-2846;704;23;727;-65;0;662;0
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;41791;4479;0;2251;0;0;0;6730;-1362;0;0;0;-463;-1824;4906;158;1128;-2705;-1215;-15;0;77;-263;-2835;2071;7;2078;-2;0;2075;-659
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PAJEÚ E AGRESTE - SICOOB PAJEÚ AGRESTE.;3732359;b3S;;I;2;SAO JOSE DO EGITO;PE;41791;6475;0;206;0;0;0;6682;-752;-420;0;0;-546;-1717;4964;575;862;-2499;-1960;-55;0;0;-202;-3280;1684;-17;1667;-46;-111;1509;-297
UNICRED BELÉM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE E DO FUNCIONALISMO PÚBLICO DE BELÉM;83315408;b3S;;I;2;BELEM;PA;41791;5777;0;895;0;0;0;6673;-1578;0;0;0;385;-1193;5479;87;248;-1407;-786;-7;0;95;-320;-2089;3390;0;3390;0;0;3390;-647
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAÍSO DO TOCANTINS E REGIÃO LTDA;26960328;b3S;;I;2;PARAISO DO NORTE DO TOCANTINS;TO;41791;5714;0;952;0;0;0;6666;-1032;-335;0;0;-1054;-2421;4245;253;215;-1589;-1761;-16;0;83;-88;-2904;1342;-28;1314;0;0;1314;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA   SICOOB CREDIMOGIANA;69346856;b3S;;I;2;FRANCA;SP;41791;5924;0;740;0;0;0;6664;-2306;0;0;0;-244;-2550;4114;154;173;-2033;-1493;-4;0;167;-88;-3122;992;0;992;-2;0;990;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;;I;2;BARRA BONITA;SP;41791;5629;0;997;0;0;0;6626;0;0;0;0;-227;-228;6398;47;0;-1056;-512;-52;0;1;0;-1572;4826;-133;4692;-387;0;4306;-2862
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;;I;2;SAO PAULO;SP;41791;6237;0;376;0;0;0;6614;1;0;0;0;-8;-9;6604;0;0;-629;-298;-135;0;37;1;-1027;5577;0;5577;-56;0;5521;-219
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DE ASSOCIADOS DE HOLAMBRA - SICREDI HOLAMBRA SP;57647653;b3S;;I;2;HOLAMBRA;SP;41791;5061;0;1519;0;0;0;6580;-1570;-291;0;0;-1578;-3439;3141;833;350;-1859;-1283;-26;0;186;-1106;-2906;235;925;1160;-48;0;1112;0
BANCO NEON S.A. - PRUDENCIAL;1000081218;b1;;I;2;BELO HORIZONTE;MG;41791;3496;0;3069;0;0;0;6565;-4237;-573;0;0;-1886;-6695;-130;7026;2630;-1815;-8169;-134;-372;3559;-3435;-711;-841;1535;694;-213;0;481;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;;I;2;CARMO DO PARANAIBA;MG;41791;4550;0;2014;0;0;0;6564;-1578;-669;0;0;-180;-2427;4137;564;370;-1433;-997;-47;0;329;-128;-1342;2795;4;2799;-91;-27;2682;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE MANAUS LTDA.;1566038;b3S;;I;2;MANAUS;AM;41791;5861;0;643;0;0;0;6504;-881;0;0;0;-566;-1447;5057;116;70;-1534;-1778;-5;0;0;-71;-3202;1856;-40;1816;-23;0;1793;0
PREVIBANK S.A. DTVM - PRUDENCIAL;1000083979;n2;;I;2;FORTALEZA;CE;41791;0;0;235;0;6250;0;6485;0;0;0;0;-27;-27;6458;712;19;-1298;-2998;-268;0;19;-422;-4235;2222;100;2323;-894;0;1429;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA;2641032;b3S;;I;2;SANTA MARIA;RS;41791;5126;0;1331;0;0;0;6457;-2597;-3;0;0;-155;-2754;3703;247;54;-1460;-1464;-4;0;0;-99;-2724;978;0;978;-9;0;969;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;;I;2;SAO GOTARDO;MG;41791;4986;0;1428;0;0;0;6414;-1361;-990;0;0;-357;-2708;3706;466;213;-1029;-795;-16;0;301;-114;-974;2731;-4;2727;-54;0;2674;-615
