Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
BANCO RIBEIRÃO PRETO - PRUDENCIAL;1000084349;b1;;I;2;RIBEIRAO PRETO;SP;41699;4062;0;1907;-133;0;0;5836;-2386;-522;0;0;466;-2442;3394;122;27;-1470;-1269;-171;0;0;0;-2762;632;29;661;-96;-266;300;-167
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOM DESPACHO LTDA - SICOOB CREDIBOM;21670187;b3S;;I;2;BOM DESPACHO;MG;41699;3925;0;1899;0;0;0;5824;-2095;-219;0;0;-545;-2859;2965;375;133;-1504;-1068;-26;0;348;-170;-1912;1054;1;1054;-58;0;996;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;;I;2;MINEIROS;GO;41699;4513;0;1300;0;0;0;5813;-409;-183;0;0;-204;-797;5017;62;101;-769;-457;-3;0;152;-106;-1019;3998;-42;3956;-5;0;3950;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE - SICOOB OESTECREDI;78825023;b3S;;I;2;PALMITOS;SC;41699;4071;0;1705;0;0;4;5781;-2293;-262;0;0;-1067;-3622;2159;198;640;-1280;-1098;-20;0;75;-189;-1674;484;0;484;-23;0;461;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO LTDA. - UNICRED CENTRAL RJ;86774775;b3C;;I;2;RIO DE JANEIRO;RJ;41699;0;0;5776;0;0;0;5776;-5307;0;0;0;0;-5307;469;0;0;-964;543;-48;0;0;0;-469;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;;I;2;DIVINOPOLIS;MG;41699;4876;0;892;0;0;0;5768;-1333;-196;0;0;-400;-1928;3839;440;599;-1692;-1254;-48;0;16;-351;-2291;1549;-2;1547;-8;0;1539;-658
CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DAS INSTITUIÇÕES PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA LTDA.;3428338;b3S;;I;2;CAMPINA GRANDE;PB;41699;5374;0;361;0;0;0;5736;-999;-73;0;0;-490;-1562;4174;14;23;-796;-549;-1;0;220;-208;-1297;2877;0;2877;0;0;2877;-942
COOPERATIVA DE CRÉDITO DE SETE LAGOAS LTDA - SICOOB CREDISETE;22753982;b3S;;I;2;SETE LAGOAS;MG;41699;4367;0;1247;0;0;0;5614;-1467;-47;0;0;-180;-1694;3920;389;688;-1593;-1482;-20;0;250;-196;-1965;1954;0;1954;-46;-55;1854;0
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;41699;0;0;5290;14;291;0;5595;-495;-6;0;0;-234;-735;4860;0;0;-9454;-4339;-238;0;497;-225;-13759;-8899;0;-8899;2886;0;-6013;0
MIRAE CCTVM LTDA. - PRUDENCIAL;1000082932;n2;;I;3;SAO PAULO;SP;41699;0;0;5533;10;38;0;5581;0;0;0;0;0;0;5581;887;870;-1297;-2259;-438;0;166;-1274;-3345;2237;0;2237;-893;-16;1328;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRANCISCO BELTRÃO - SICOOB VALE DO IGUAÇU;2466552;b3S;;I;2;FRANCISCO BELTRAO;PR;41699;5099;0;462;0;0;0;5560;-1446;-177;0;0;-412;-2035;3526;589;469;-1700;-1856;-27;0;138;-162;-2549;977;-19;958;-41;0;917;-279
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;;I;2;PATOS DE MINAS;MG;41699;4602;0;902;0;0;0;5504;-1243;-169;0;0;-2815;-4226;1278;365;191;-1297;-1081;-31;0;9;-67;-1911;-633;-1;-635;0;0;-635;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;;I;2;ITUIUTABA;MG;41699;4190;0;1228;0;0;0;5418;-1310;-945;0;0;-1164;-3419;1999;274;376;-1336;-932;-50;0;115;-154;-1707;292;-35;257;-16;0;242;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO IVAÍ - SICREDI VALE DO IVAÍ PR;81706616;b3S;;I;2;JANDAIA DO SUL;PR;41699;4707;0;710;0;0;0;5417;-1105;-199;0;0;-921;-2225;3191;811;401;-1251;-1475;-17;0;462;-883;-1952;1239;90;1330;-80;0;1249;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES DO TRIÂNGULO, CIRCUITO DAS ÁGUAS E CENTRO DE MINAS LTDA. - UNICRED MINEIRA;70937271;b3S;;I;2;UBERLANDIA;MG;41699;4275;0;1099;0;0;0;5374;-1939;0;0;0;-58;-1997;3377;394;154;-1485;-1598;-21;0;33;-60;-2583;793;0;793;-8;0;785;-27
COOPERATIVA DE CREDITO RURAL DO NORTE CATARINENSE SICOOB/SC- CREDINORTE;81011686;b3S;;I;2;MAFRA;SC;41699;4499;0;864;0;0;0;5363;-1557;-327;0;0;-652;-2537;2826;379;534;-1229;-1399;-17;0;85;-202;-1851;975;-2;973;-33;0;940;0
COOPERATIVA DE CRÉDITO RURAL DA ALTA PAULISTA;59869560;b3S;;I;2;ADAMANTINA;SP;41699;4040;0;1302;0;0;0;5342;-1649;-239;0;0;-469;-2357;2985;47;131;-1063;-942;-8;0;531;-589;-1894;1091;-26;1065;-5;0;1060;0
LECCA - PRUDENCIAL;1000080680;n1;;C;2;RIO DE JANEIRO;RJ;41699;4601;0;736;0;0;0;5337;-1922;0;0;0;-414;-2335;3002;177;76;-85;-2328;-178;0;154;-304;-2489;513;0;513;0;0;513;0
COOPERATIVA REGIONAL DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE MINEIRO E NORDESTE PAULISTA LTDA - SICOOB NOSSO CRÉDITO;22760839;b3S;;I;2;SAO SEBASTIAO DO PARAISO;MG;41699;4569;0;763;0;0;0;5331;-1240;-657;0;0;-379;-2276;3056;262;323;-1700;-1178;-29;0;1024;-204;-1502;1553;-2;1552;-26;0;1526;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS TEIXEIRA DE FREITAS LTDA. - SICOOB EXTREMO SUL;2447120;b3S;;I;2;TEIXEIRA DE FREITAS;BA;41699;3840;0;1471;0;0;0;5311;-502;-166;0;0;412;-256;5055;291;244;-984;-867;-22;0;7;-423;-1753;3303;1;3302;-37;0;3265;-856
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ORLÂNDIA;53935029;b3S;;I;2;ORLANDIA;SP;41699;3555;0;1747;0;0;0;5301;-982;-394;0;0;-78;-1454;3848;90;296;-940;-641;-5;0;2;-66;-1264;2584;-10;2574;0;-81;2493;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DA SABESP E EM EMPRESAS DE SANEAMENTO AMBIENTAL DO ESTADO DE SÃO PAULO - CECRES;54603022;b3S;;I;2;SAO PAULO;SP;41699;4349;0;886;0;0;0;5234;0;0;0;0;-362;-362;4872;0;0;-1025;-671;0;0;0;0;-1695;3176;0;3176;0;0;3176;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;;I;2;NOVA TRENTO;SC;41699;3886;0;1323;0;0;0;5210;-1725;-4;0;0;-439;-2169;3041;307;453;-1061;-1043;-24;0;39;-181;-1511;1530;4;1534;-39;0;1495;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;;I;2;PRESIDENTE PRUDENTE;SP;41699;4223;0;957;0;0;0;5180;-1564;-160;0;0;-75;-1798;3381;56;109;-1196;-831;-7;0;117;-159;-1911;1470;10;1480;-6;-91;1383;-22
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;b3S;;I;2;JOAO MONLEVADE;MG;41699;4404;0;754;0;0;0;5158;-1595;-75;0;0;-722;-2392;2766;298;493;-1159;-1173;-21;0;0;-267;-1830;937;-21;916;-8;0;908;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO NORTE DO PARANÁ - SICOOB ALIANÇA;6174009;b3S;;I;2;APUCARANA;PR;41699;4571;0;579;0;0;0;5150;-1398;-2;0;0;-707;-2107;3044;663;486;-1152;-1697;-19;0;125;-158;-1753;1290;7;1297;-41;0;1256;-340
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATOS DE MINAS LTDA -  SICOOB CREDIPATOS;25387671;b3S;;I;2;PATOS DE MINAS;MG;41699;3787;0;1354;0;0;0;5141;-1483;-262;0;0;-684;-2429;2712;480;355;-1379;-1187;-35;0;322;-174;-1618;1094;-2;1092;-72;-90;930;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO VALE DO PARAÍBA - UNICRED VALE DO PARAÍBA;2197569;b3S;;I;2;LORENA;SP;41699;4354;0;757;0;0;0;5111;-1990;-176;0;0;10;-2155;2955;303;49;-1703;-1404;0;0;22;-73;-2806;150;0;150;1;0;149;0
WESTERN UNION - PRUDENCIAL;1000080886;b1;;C;3;SAO PAULO;SP;41699;0;0;1052;474;3554;0;5079;0;0;0;0;30;30;5109;6342;0;-4208;-3883;-830;0;909;-1997;-3667;1441;0;1441;-373;0;1068;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE JI-PARANÁ/RO ? SICOOB EMPRECRED;8044854;b3S;;I;2;JI-PARANA;RO;41699;4502;0;558;0;0;2;5062;-712;-267;0;0;-1489;-2468;2595;239;389;-1409;-1351;-23;0;53;-87;-2188;407;-160;247;0;0;247;-385
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;;I;2;BRACO DO NORTE;SC;41699;3485;0;1562;0;0;0;5047;-1725;-235;0;0;-581;-2541;2506;215;164;-986;-873;-13;0;6;-213;-1700;806;0;806;-19;0;787;0
HABITASUL - CI S.A. - PRUDENCIAL;1000083388;n1;;I;2;PORTO ALEGRE;RS;41699;1343;0;0;0;0;3704;5047;0;0;0;0;26;26;5073;0;0;-520;-283;-239;0;48;-3532;-4525;548;132;681;-138;0;542;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37255049;b3S;;I;2;GOIANIA;GO;41699;3875;0;1166;0;0;0;5042;-129;-135;0;0;-759;-1024;4018;11;26;-1086;-516;1;0;0;-22;-1588;2430;0;2430;0;0;2430;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI/SC;2090126;b3S;;I;2;PASSOS MAIA;SC;41699;4044;0;956;0;0;0;4999;-1478;-337;0;0;-542;-2357;2643;226;146;-616;-1078;-9;0;30;-98;-1400;1243;-81;1162;-28;0;1134;0
COOPERATIVA DE CRÉDITO RURAL COCAPEC;67096909;b3S;;I;2;FRANCA;SP;41699;3011;0;1966;0;0;0;4977;-1575;-835;0;0;-6;-2416;2561;35;31;-1005;-379;-5;0;466;-82;-939;1622;1;1621;-5;0;1617;0
SICOOB AC CREDI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE MATERIAL DE CONSTRUÇÃO DE GOVERNADOR VALADARES LTDA.;1559914;b3S;;I;2;GOVERNADOR VALADARES;MG;41699;4055;0;900;0;0;0;4955;-1101;-18;0;0;-519;-1637;3317;221;224;-1278;-1231;-22;0;15;-101;-2172;1145;0;1145;-6;0;1139;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;;I;2;IPATINGA;MG;41699;4383;0;519;0;0;0;4902;-1166;-56;0;0;-1010;-2232;2670;239;301;-1640;-1377;-16;0;13;-177;-2656;14;-168;-154;0;0;-154;0
BANCO VIPAL - PRUDENCIAL;1000081531;b2;;I;2;PORTO ALEGRE;RS;41699;4733;0;165;0;0;0;4898;-1958;0;0;0;-2454;-4412;485;0;122;-771;-473;-126;0;11;-322;-1558;-1073;66;-1007;557;0;-450;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE - SICOOB CREDIPLANALTO SC;1389651;b3S;;I;2;PAPANDUVA;SC;41699;3748;0;1133;0;0;0;4881;-1872;-265;0;0;-175;-2312;2569;273;206;-961;-702;-17;0;13;-192;-1379;1190;-6;1184;-30;0;1154;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ARACAJU LTDA - UNICRED ARACAJU;2923389;b3S;;I;2;ARACAJU;SE;41699;4329;0;512;0;0;0;4841;-1422;0;0;0;-684;-2106;2735;81;298;-598;-407;-6;0;67;-229;-794;1941;0;1941;0;0;1941;-580
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO RGS - SICREDI CENTRO SUL;87733341;b3S;;I;2;SAO SEPE;RS;41699;3512;0;1299;0;0;0;4811;-1333;-590;0;0;-408;-2331;2480;585;154;-990;-597;-15;0;275;-741;-1329;1150;10;1161;-85;0;1076;0
FAIR CC S.A. - PRUDENCIAL;1000081919;n2;;I;2;SAO PAULO;SP;41699;0;0;73;0;4731;0;4804;0;0;0;0;0;0;4804;5035;0;-1661;-6995;-719;0;0;-333;-4673;130;0;130;-64;0;66;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;;I;2;SAO ROQUE DE MINAS;MG;41699;4183;0;617;0;0;0;4800;-972;-535;0;0;-105;-1612;3188;122;317;-1373;-850;-9;0;192;-148;-1749;1440;5;1445;-9;0;1436;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAPANEMA - SICREDI CAPAL PR/SP;7206072;b3S;;I;2;ARAPOTI;PR;41699;3071;0;1728;0;0;0;4798;-1745;-528;0;0;-315;-2588;2211;569;178;-1094;-738;-12;0;368;-565;-1293;917;-79;838;-56;0;782;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO   CREDISIS JI-CRED;2309070;b3S;;I;2;JI-PARANA;RO;41699;4610;0;186;0;0;0;4796;-929;-81;0;0;-137;-1148;3648;141;33;-1265;-1069;0;0;23;-39;-2177;1471;-51;1420;0;0;1420;-413
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DO CREA DOS ESTADOS DE SANTA CATARINA E PARANÁ - CREDCREA;5979692;b3S;;I;2;FLORIANOPOLIS;SC;41699;3858;0;900;0;0;0;4758;-1330;-234;0;0;-340;-1905;2853;208;127;-898;-1417;-4;0;6;-74;-2052;801;0;801;0;-76;726;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;;I;2;PASSO FUNDO;RS;41699;2884;0;1854;0;0;0;4737;-2810;0;0;0;-26;-2836;1901;19;0;-285;-365;-1;0;0;0;-632;1269;0;1269;0;-68;1200;0
BCO STANDARD INV S.A. - PRUDENCIAL;1000081335;b2;;I;3;SAO PAULO;SP;41699;5;0;4674;0;23;0;4701;-2302;-6;0;0;1;-2307;2395;7824;0;-5085;-3714;-683;0;822;-28;-864;1531;7;1538;0;0;1538;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;;I;2;CLAUDIO;MG;41699;3467;0;1160;0;0;0;4627;-1440;-4;0;0;-157;-1601;3026;239;213;-1054;-566;-21;0;4;-174;-1359;1667;-16;1651;-9;0;1641;-434
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NOROESTE DO ESTADO DE SÃO PAULO   SICREDI NOROESTE SP;3065046;b3S;;I;2;SAO JOSE DO RIO PRETO;SP;41699;3877;0;740;0;0;0;4616;-1060;-13;0;0;-988;-2061;2555;649;334;-1395;-1413;-32;0;43;-1054;-2869;-314;1;-313;-5;0;-318;0
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS DO ABCD, MAUÁ, RIBEIRÃO PIRES E VALE DO PARAÍBA - CREDCEG;7789195;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;41699;3307;0;1275;0;0;0;4583;-1749;0;0;0;-451;-2200;2383;19;208;-439;-380;-3;0;13;-21;-603;1780;0;1780;-3;0;1777;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;;I;2;CATAGUASES;MG;41699;3900;0;621;0;0;0;4521;-1149;0;0;0;-395;-1544;2977;427;509;-1170;-1164;-17;0;10;-116;-1522;1455;0;1455;-8;0;1447;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DA REGIÃO SUL FLUMINENSE LTDA. UNICRED REGIONAL SUL FLUMINENSE;86803939;b3S;;I;2;NOVA IGUACU;RJ;41699;3756;0;753;0;0;0;4510;-1589;0;0;0;-347;-1936;2574;104;97;-1038;-1103;-3;0;9;-94;-2029;545;47;592;-6;0;586;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE SP;4463602;b3S;;I;2;MARILIA;SP;41699;3526;0;943;0;0;0;4469;-1216;-41;0;0;-970;-2227;2242;595;250;-1312;-1075;-16;0;104;-870;-2324;-82;-4;-85;-9;0;-95;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC;78483310;b3S;;I;2;ITAPIRANGA;SC;41699;2057;0;2406;0;0;0;4463;-2241;-170;0;0;-127;-2538;1925;249;17;-838;-604;-13;0;17;-128;-1300;626;11;636;-48;0;589;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;;I;2;LAJINHA;MG;41699;3234;0;1215;0;0;0;4448;-1305;-206;0;0;-425;-1936;2512;765;115;-1383;-1273;-66;0;441;-157;-1559;954;3;957;-141;-50;766;-207
COOPERATIVA DE CREDITO DO VALE DO SAO PATRICIO LTDA;968602;b3S;;I;2;GOIANESIA;GO;41699;3398;0;1035;0;0;0;4434;-670;-284;0;0;293;-661;3773;13;30;-384;-227;0;0;125;-79;-523;3251;39;3289;-2;0;3288;0
MULTIMONEY CC LTDA. - PRUDENCIAL;1000082262;n2;;I;2;SAO PAULO;SP;41699;0;0;4;112;4308;0;4424;0;0;0;0;0;0;4424;258;8;-1558;-2822;-236;0;96;-7;-4260;164;0;164;-65;0;99;0
COOPERATIVA DE CRÉDITO RURAL DE ARIQUEMES LTDA.;3222753;b3S;;I;2;ARIQUEMES;RO;41699;3820;0;595;0;0;0;4416;-916;0;0;0;-35;-951;3465;35;15;-630;-414;0;0;7;-123;-1109;2356;-2;2354;0;0;2354;-640
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;;I;2;RAUL SOARES;MG;41699;3701;0;713;0;0;0;4414;-1111;-274;0;0;-275;-1661;2753;442;605;-1576;-1235;-32;0;206;-201;-1791;962;53;1015;-77;-50;887;-162
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO JOSÉ DO CERRITO - SICOOB CREDICARU SC;694389;b3S;;I;2;SAO JOSE DO CERRITO;SC;41699;3696;0;705;0;0;1;4402;-909;-342;0;0;-359;-1610;2792;254;208;-772;-748;-15;0;7;-92;-1158;1634;0;1634;-34;0;1600;0
ADVANCED CC LTDA - PRUDENCIAL;1000082004;n2;;I;2;SAO PAULO;SP;41699;0;0;5;0;4381;0;4387;0;0;0;0;-213;-213;4173;3071;0;-1699;-5493;-525;0;10;-194;-4830;-657;0;-657;0;0;-657;0
RENOVA S.A. CC - PRUDENCIAL;1000082200;n2;;I;2;SAO PAULO;SP;41699;0;0;5;0;4357;0;4362;0;-67;0;0;-196;-263;4098;1786;0;-1258;-5049;-372;0;3;-15;-4904;-806;0;-806;0;0;-806;0
F D GOLD DTVM LTDA - PRUDENCIAL;1000083993;n2;;I;2;SAO PAULO;SP;41699;0;0;4349;0;0;0;4349;0;0;0;0;0;0;4349;0;0;-348;-2685;-202;0;5;-15;-3246;1104;0;1104;-437;0;666;0
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;;I;2;BELO HORIZONTE;MG;41699;585;0;2203;0;0;1524;4312;0;-1511;0;0;425;-1086;3225;1183;4;-401;-2634;-222;0;8;-154;-2216;1009;0;1009;-399;0;609;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TOLEDO E REGIÃO LTDA. - UNIPRIME PIONEIRA DO PARANÁ;1286361;b3S;;I;2;TOLEDO;PR;41699;3444;0;860;0;0;0;4304;-1528;-28;0;0;-105;-1662;2642;48;132;-881;-530;-5;0;2;-58;-1291;1351;-9;1342;0;-38;1304;-313
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPINA GRANDE LTDA. - UNICRED CENTRO PARAIBANA;1151186;b3S;;I;2;CAMPINA GRANDE;PB;41699;3493;0;799;0;0;0;4292;-1138;0;0;0;-100;-1238;3054;75;191;-1002;-588;-6;0;64;-293;-1559;1495;0;1494;0;-34;1460;-512
COOPERATIVA DE CRÉDITO RURAL DE CÂNDIDO MOTA;66788142;b3S;;I;2;CANDIDO MOTA;SP;41699;3517;0;743;0;0;15;4275;-832;-443;0;0;-863;-2138;2137;152;308;-1204;-972;-11;0;353;-451;-1826;311;16;328;-17;-46;264;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRUBÁ - SICREDI IBIRUBÁ RS;87732657;b3S;;I;2;IBIRUBA;RS;41699;3193;0;1077;0;0;1;4271;-1074;-317;0;0;-187;-1578;2693;583;136;-954;-483;-12;0;226;-698;-1202;1492;0;1492;-54;0;1438;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6332931;b3S;;I;2;RIO VERDE;GO;41699;3738;0;532;0;0;0;4270;-438;-578;0;0;-1188;-2205;2066;488;225;-1535;-1113;-14;0;197;-503;-2255;-189;2;-187;-67;0;-254;0
VR - PRUDENCIAL;1000080408;b1;;C;2;BARUERI;SP;41699;0;0;4259;0;0;0;4259;-1462;0;0;0;3783;2321;6580;4;5;-839;-1830;-158;0;475;-4004;-6347;233;382;615;-337;0;278;0
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;;I;2;SALVADOR;BA;41699;283;0;3975;0;0;0;4258;-3944;0;0;0;50;-3893;365;1;0;-1150;-427;-6;705;1644;0;767;1132;0;1132;1;0;1131;0
AGENCIA FOMENTO GOIAS - PRUDENCIAL;1000081050;n1;;I;1;GOIANIA;GO;41699;2943;0;1311;0;0;0;4254;0;-66;0;0;-1298;-1364;2890;2652;146;-3327;-1007;-456;0;130;0;-1863;1027;-2;1025;73;0;1098;-450
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA;1152097;b3S;;I;2;VOLTA GRANDE;MG;41699;3498;0;708;0;0;0;4206;-895;-87;0;0;-494;-1476;2731;438;704;-1575;-1414;-39;0;167;-182;-1901;830;16;845;-63;0;782;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;25387655;b3S;;I;2;TEOFILO OTONI;MG;41699;3043;0;1131;0;0;0;4175;-818;-86;0;0;-385;-1289;2885;527;518;-1806;-1471;-42;0;212;-198;-2261;625;5;630;-69;0;561;-228
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;;I;2;BRASILIA;DF;41699;1000;0;3164;0;0;0;4164;-4163;0;0;0;-220;-4383;-219;1;0;-1234;-730;-8;2376;1980;-11;2375;2157;0;2157;0;0;2156;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;;I;2;JOACABA;SC;41699;2466;0;1696;0;0;0;4162;-1776;-180;0;0;-439;-2395;1767;332;44;-762;-792;-29;0;9;-214;-1411;356;4;360;-57;0;303;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA. ? SICOOB CREDCOOPER;19449602;b3S;;I;2;CARATINGA;MG;41699;3324;0;791;0;0;0;4115;-834;-372;0;0;-1139;-2345;1770;398;506;-1474;-1271;-39;0;531;-184;-1532;238;-42;196;-37;0;158;-241
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;;I;2;SANTO ANTONIO DO MONTE;MG;41699;3324;0;789;0;0;0;4113;-988;-175;0;0;-139;-1301;2812;355;66;-948;-706;-30;0;176;-103;-1191;1622;39;1660;-90;0;1570;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;;I;2;PRIMAVERA DO LESTE;MT;41699;3591;0;513;0;0;0;4105;-1249;-297;0;0;-2963;-4509;-404;253;244;-928;-869;-19;0;57;-76;-1338;-1743;1;-1741;-38;0;-1779;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;;I;2;GOIANIA;GO;41699;3499;0;549;0;0;0;4048;-550;0;0;0;-985;-1534;2514;139;135;-855;-605;-4;0;62;-65;-1194;1320;0;1320;-39;0;1281;0
