Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;;I;2;CASCAVEL;PR;42339;10001;0;4873;0;0;0;14873;-4022;0;0;0;-2756;-6778;8095;238;0;-2172;-998;-19;0;415;-891;-3427;4668;0;4668;0;0;4668;-1269
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE SP;4463602;b3S;;I;2;MARILIA;SP;42339;10190;0;4677;0;0;0;14867;-5362;-115;0;0;-2702;-8179;6688;1701;816;-3560;-2608;-89;0;382;-3180;-6538;150;-69;81;-102;0;-21;0
ICAP DO BRASIL CTVM LTDA. - PRUDENCIAL;1000082705;n2;;I;3;RIO DE JANEIRO;RJ;42339;700;0;14322;-223;0;0;14799;0;-25;0;0;-295;-321;14479;30064;3011;-22081;-22010;-3387;0;5845;-3779;-12336;2143;0;2143;-1291;0;852;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;;I;2;JOACABA;SC;42339;8479;0;6103;0;0;0;14582;-7834;-424;0;0;-753;-9010;5572;852;136;-2105;-2409;-62;0;103;-852;-4336;1235;-53;1182;-115;0;1067;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DE PALMEIRA DAS MISSÕES - SICREDI GRANDE PALMEIRA/RS;87789178;b3S;;I;2;PALMEIRA DAS MISSOES;RS;42339;10013;0;4519;0;0;24;14556;-3972;-1692;0;0;-1629;-7293;7263;2257;564;-3876;-2407;-51;0;927;-2841;-5428;1835;-31;1803;-154;0;1649;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37255049;b3S;;I;2;GOIANIA;GO;42339;11583;0;2895;0;0;0;14478;-290;-347;0;0;91;-545;13932;31;70;-2843;-1103;1;0;245;-42;-3643;10289;0;10290;-3;0;10286;-10212
FACTA S.A. CFI - PRUDENCIAL;1000083704;n1;;I;2;PORTO ALEGRE;RS;42339;14151;0;240;0;0;0;14391;-2880;0;0;0;-3520;-6401;7990;0;90;-276;-4539;-537;0;182;-715;-5795;2195;-631;1564;-550;0;1014;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6332931;b3S;;I;2;RIO VERDE;GO;42339;11786;0;2328;0;0;0;14115;-2137;-1464;0;0;-9568;-13169;946;1441;780;-4244;-2842;-42;0;484;-2900;-7323;-6378;1218;-5160;-100;0;-5260;0
TREVISO CC S.A. - PRUDENCIAL;1000081885;n2;;I;2;SAO PAULO;SP;42339;0;0;1824;0;12264;0;14087;0;0;0;0;10;10;14098;1269;1;-2507;-12067;-775;0;59;-562;-14582;-484;0;-484;168;0;-316;-170
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO JOSÉ DO CERRITO - SICOOB CREDICARU SC;694389;b3S;;I;2;SAO JOSE DO CERRITO;SC;42339;10854;0;3145;0;0;8;14007;-3607;-974;0;0;-1169;-5750;8257;628;568;-2160;-2162;-43;0;186;-343;-3326;4931;4;4935;-100;0;4834;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO GOIANO LTDA.;3730508;b3S;;I;2;GOIANIA;GO;42339;11690;0;2248;0;0;0;13938;-2277;-1190;0;0;-489;-3955;9983;470;266;-3428;-3490;-22;0;211;-1099;-7092;2891;-6;2885;-27;0;2859;-1975
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO SECOVI-GO E DOS SERVIDORES PÚBLICOS DO ESTADO DE GOIÁS LTDA;7599206;b3S;;I;2;GOIANIA;GO;42339;9545;0;4371;0;0;0;13916;-4537;0;0;0;-274;-4812;9104;1707;776;-2630;-4047;-25;0;267;-403;-4354;4750;-18;4733;-40;0;4692;-3911
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;;I;3;BARUERI;SP;42339;0;13634;68;0;0;0;13702;-12;-3426;-8478;0;39;-11876;1826;0;0;-3085;-951;-122;0;85;-199;-4272;-2446;52;-2394;0;0;-2394;0
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;;I;2;PASSO FUNDO;RS;42339;1360;0;12339;0;0;0;13699;-10607;-947;0;0;-123;-11677;2022;0;0;-3350;-140;0;0;5293;-3529;-1725;297;0;297;0;-230;67;0
OCTO CTVM S.A. - PRUDENCIAL;1000082949;n2;;I;2;SAO PAULO;SP;42339;655;0;13017;0;0;0;13673;0;0;0;0;-126;-126;13546;5393;14572;-13669;-14557;-2583;0;627;-417;-10634;2912;0;2912;-1523;-897;493;0
LECCA - PRUDENCIAL;1000080680;n1;;C;2;RIO DE JANEIRO;RJ;42339;9357;0;4238;0;0;0;13595;-7768;0;0;0;3567;-4201;9394;214;812;-41;-6224;-345;0;60;-317;-5841;3554;0;3554;-54;0;3500;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;;I;2;FOZ DO IGUACU;PR;42339;11465;0;2077;0;0;0;13542;-4458;-361;0;0;-3058;-7876;5666;1314;971;-2870;-3869;-73;0;26;-762;-5263;403;-34;368;-120;0;248;-393
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS DO ABCD, MAUÁ, RIBEIRÃO PIRES E VALE DO PARAÍBA - CREDCEG;7789195;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;42339;8759;0;4610;0;0;0;13370;-6568;0;0;0;-1079;-7647;5722;76;313;-1330;-1068;-8;0;202;-620;-2436;3286;-9;3277;0;-109;3168;-2058
EASYNVEST - TÍTULO CV SA - PRUDENCIAL;1000082877;n2;;I;2;SAO PAULO;SP;42339;185;0;13116;0;0;0;13301;-84;0;0;0;0;-84;13217;433;2535;-3377;-4342;-907;0;197;0;-5462;7756;0;7756;-1891;-722;5142;-708
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DA SABESP E EM EMPRESAS DE SANEAMENTO AMBIENTAL DO ESTADO DE SÃO PAULO - CECRES;54603022;b3S;;I;2;SAO PAULO;SP;42339;10263;0;2989;0;0;0;13252;-2;0;0;0;-202;-204;13048;0;0;-2351;-1462;0;0;200;-8;-3621;9427;7;9434;0;-284;9150;-15773
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;;I;2;FRUTAL;MG;42339;11807;0;1443;0;0;0;13250;-1613;-1316;0;0;-2233;-5162;8089;790;843;-2564;-2151;-62;0;254;-346;-3236;4853;39;4892;-174;-82;4636;-1319
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE TRANSPORTES DO ESTADO DE SANTA CATARINA   TRANSPOCRED;8075352;b3S;;I;2;FLORIANOPOLIS;SC;42339;10276;0;2967;0;0;0;13243;-3988;-1234;0;0;-3127;-8349;4893;1018;799;-2557;-3281;-11;0;27;-382;-4387;507;-104;402;0;0;402;-1176
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER;19449602;b3S;;I;2;CARATINGA;MG;42339;9639;0;3581;0;0;0;13220;-3663;-990;0;0;-2427;-7079;6141;874;1046;-3654;-3368;-89;0;1236;-662;-4616;1524;-30;1494;-138;0;1356;-1028
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;;I;2;IPATINGA;MG;42339;9677;0;3512;0;0;0;13189;-4594;-19;0;0;-2472;-7085;6103;765;1090;-4012;-3269;-46;0;162;-343;-5652;451;-6;445;-61;0;384;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA;2641032;b3S;;I;2;SANTA MARIA;RS;42339;9495;0;3693;0;0;0;13188;-6356;-2;0;0;-149;-6507;6681;743;115;-2102;-2490;-28;0;433;-587;-3917;2764;2;2766;-67;-208;2491;-1125
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS LTDA. SICOOB CREDIPARNOR;698609;b3S;;I;2;PARACATU;MG;42339;11010;0;2148;0;0;0;13158;-2328;-530;0;0;-1792;-4650;8508;661;874;-3257;-2711;-38;0;201;-97;-4369;4139;42;4181;-60;-189;3932;-799
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO JAMARI - SICOOB VALE DO JAMARI;5203605;b3S;;I;2;BURITIS;RO;42339;12037;0;1037;0;0;2;13075;-1067;-1319;0;0;-1832;-4217;8857;208;1151;-2025;-2379;-28;0;542;-383;-2914;5944;-170;5773;0;0;5773;-1741
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;;I;2;SAO ROQUE DE MINAS;MG;42339;10504;0;2540;0;0;0;13043;-3519;-2067;0;0;-1216;-6802;6241;349;415;-3464;-2531;-25;0;931;-679;-5003;1238;30;1268;-55;-319;894;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;;I;2;RIO DO SUL;SC;42339;5885;0;7155;0;0;0;13040;-6093;-136;0;0;-243;-6472;6568;845;247;-2758;-2592;-55;0;93;-182;-4402;2166;35;2202;-100;0;2102;0
PARMETAL DTVM LTDA - PRUDENCIAL;1000084019;n2;;I;2;SAO PAULO;SP;42339;0;0;11098;-1554;3495;0;13039;0;0;0;0;0;0;13039;0;0;-2077;-4351;-606;0;0;-491;-7525;5515;-325;5190;-2392;0;2798;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPINA GRANDE LTDA. - UNICRED CENTRO PARAIBANA;1151186;b3S;;I;2;CAMPINA GRANDE;PB;42339;10850;0;2104;0;0;0;12954;-4620;0;0;0;-1222;-5842;7112;183;591;-3149;-1399;-12;0;258;-793;-4321;2791;1;2793;0;-67;2726;-3515
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;25387655;b3S;;I;2;TEOFILO OTONI;MG;42339;7898;0;5035;0;0;0;12933;-3476;-189;0;0;-195;-3860;9073;1276;1851;-4427;-3517;-83;0;81;-350;-5169;3904;-127;3777;-97;0;3680;-833
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;;I;2;SANTO ANTONIO DO MONTE;MG;42339;10512;0;1997;0;0;0;12509;-3538;-696;0;0;-2759;-6993;5516;911;184;-2640;-2129;-72;0;464;-462;-3744;1772;-25;1747;-166;-37;1544;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;;I;2;ARAXA;MG;42339;9373;0;3038;0;0;0;12411;-3463;-786;0;0;-2461;-6710;5701;803;1081;-3193;-2676;-81;0;588;-429;-3907;1794;7;1800;-159;-176;1465;-772
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SERTÃO BAIANO LTDA   SICOOB SERTÃO;2057584;b3S;;I;2;PINTADAS;BA;42339;11184;0;1201;0;0;0;12385;-2450;-294;0;0;-3685;-6430;5955;733;1270;-3076;-3533;-44;0;412;-575;-4813;1142;-3;1140;-43;0;1097;-646
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS   SICOOB CREDICAMPOS SC;78862083;b3S;;I;2;CAMPOS NOVOS;SC;42339;7498;0;4878;0;0;0;12377;-5012;-1356;0;0;-584;-6952;5425;515;512;-1988;-2473;-48;0;303;-185;-3364;2061;-62;1999;-51;0;1948;-582
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV MEMBROS JUSTIÇA TRABALHO MPT TERRITÓRIO NACIONAL PODER JUDICIÁRIO FEDERAL MPU PA SC TSE  STM DF BOMBEIROS PA-SICOOB CREDIJUSTRA;37079720;b3S;;I;2;BRASILIA;DF;42339;11074;0;1301;0;0;0;12376;-4620;-883;0;0;-618;-6121;6255;133;72;-2610;-1720;-23;284;69;-555;-4351;1904;-290;1614;-22;0;1592;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.;1572667;b3S;;I;2;ERECHIM;RS;42339;8755;0;3466;0;0;0;12221;-7327;0;0;0;-305;-7633;4588;107;24;-988;-1239;-3;0;0;-334;-2434;2154;-2;2152;-7;-196;1949;-623
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA   SICOOB CREDIMOGIANA;69346856;b3S;;I;2;FRANCA;SP;42339;9540;0;2607;0;0;0;12146;-5194;-24;0;0;-1185;-6403;5743;290;334;-2665;-1975;-5;0;100;-232;-4153;1590;-500;1090;-3;-109;979;-608
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE - SICOOB NOROESTE SC;81292278;b3S;;I;2;SAO LOURENCO D'OESTE;SC;42339;8146;0;3938;0;0;0;12084;-5451;-543;0;0;214;-5781;6304;749;71;-2772;-2326;-29;0;92;-288;-4504;1800;5;1805;13;0;1818;-926
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;;I;2;XANXERE;SC;42339;7703;0;4380;0;0;0;12084;-6186;-462;0;0;807;-5841;6243;489;739;-2780;-2415;-26;0;39;-1201;-5155;1087;-394;693;0;0;693;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;;I;2;CATAGUASES;MG;42339;9299;0;2779;0;0;0;12078;-3561;0;0;0;-573;-4134;7944;1107;1323;-2965;-2773;-33;0;232;-186;-3294;4650;-10;4641;-16;0;4625;-1796
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORDESTE DO PARÁ - SICREDI NORDESTE PA;10772401;b3S;;I;2;PARAGOMINAS;PA;42339;9928;0;2130;0;0;0;12058;-1563;-2184;0;0;-3843;-7590;4468;2225;613;-2868;-2181;-34;0;1120;-2799;-3924;544;1860;2404;-117;0;2287;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;;I;2;UNAI;MG;42339;9983;0;2052;0;0;0;12035;-2409;-1314;0;0;-5016;-8739;3296;592;432;-3156;-2222;-59;0;473;-413;-4353;-1056;0;-1057;-92;-122;-1270;0
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;;I;2;UBERLANDIA;MG;42339;5827;0;6179;0;0;0;12006;-4371;-894;0;0;-371;-5636;6370;783;816;-3635;-1887;-78;0;330;-81;-3751;2618;0;2618;-120;-146;2352;0
COOPERATIVA DE CRÉDITO RURAL E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESARIOS E MICROEMPREENDEDORES DA REGIÃO DE CAPIVARI;49389307;b3S;;I;2;CAPIVARI;SP;42339;8602;0;3390;0;0;0;11991;-5134;-407;0;0;-924;-6466;5526;195;450;-2306;-2504;-20;0;284;-101;-4002;1524;3;1526;-2;0;1524;-324
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE;38588174;b3S;;I;2;CONSELHEIRO PENA;MG;42339;7224;0;4699;0;0;0;11923;-4236;-206;0;0;-1539;-5981;5942;393;439;-2990;-2494;-47;0;309;-613;-5002;940;26;966;-49;0;917;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE CÂNDIDO MOTA E REGIÃO.;66788142;b3S;;I;2;CANDIDO MOTA;SP;42339;8802;0;3103;0;0;15;11920;-2627;-1077;0;0;-2709;-6413;5507;408;477;-3237;-2386;-31;0;913;-848;-4704;803;-2;801;-32;0;769;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA;1152097;b3S;;I;2;VOLTA GRANDE;MG;42339;7798;0;3988;0;0;0;11786;-3741;-336;0;0;-892;-4969;6817;799;1635;-4403;-3090;-71;0;526;-417;-5021;1796;-31;1765;-82;0;1683;0
SICOOB AC CREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE E NORDESTE MINEIRO LTDA.;1559914;b3S;;I;2;GOVERNADOR VALADARES;MG;42339;8933;0;2835;0;0;0;11768;-3706;-4;0;0;-887;-4597;7171;652;779;-3296;-2903;-53;0;95;-171;-4898;2273;-152;2122;-49;0;2073;-1454
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;;I;2;GOIANESIA;GO;42339;8618;0;3117;0;0;0;11735;-2213;-943;0;0;-272;-3427;8308;90;80;-1120;-542;-3;0;290;-242;-1446;6862;-91;6771;-19;0;6752;-9387
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;;I;2;CARMO DO PARANAIBA;MG;42339;8474;0;3252;0;0;0;11726;-2920;-1249;0;0;724;-3445;8281;797;457;-2023;-1286;-66;0;361;-124;-1884;6397;-17;6380;-142;-185;6052;0
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;;I;2;FLORIANOPOLIS;SC;42339;7860;0;3772;0;0;0;11631;-5043;-1;0;0;-628;-5672;5959;774;852;-2890;-2456;-44;0;89;-164;-3839;2120;3;2124;-66;0;2057;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4355489;b3S;;I;2;FLORIANOPOLIS;SC;42339;5831;0;5609;0;0;0;11440;-6912;0;0;0;-54;-6967;4473;611;44;-1209;-1940;-36;0;0;-32;-2565;1909;10;1919;-17;0;1903;-897
MULTIMONEY CC LTDA. - PRUDENCIAL;1000082262;n2;;I;2;SAO PAULO;SP;42339;0;0;1;-51;11457;0;11407;0;0;0;0;-2;-2;11405;599;30;-4639;-6612;-597;0;58;-183;-11344;61;0;61;-86;0;-25;0
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;;I;2;PORTO ALEGRE;RS;42339;9;0;11375;0;0;0;11385;-10914;0;0;0;-6;-10920;464;0;0;-1087;584;0;0;0;-74;-577;-113;0;-113;0;0;-113;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIÃO LTDA. - SICOOB CREDINTER;24048910;b3S;;I;2;GUARANESIA;MG;42339;9755;0;1570;0;0;34;11359;-3178;-735;0;0;-967;-4880;6480;717;894;-3253;-2690;-44;0;325;-505;-4555;1925;11;1935;-86;-177;1673;-1466
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BRASÍLIA LTDA. - SICOOB BRASILIA;1187961;b3S;;I;2;BRASILIA;DF;42339;8756;0;2546;0;0;0;11302;-2773;-1313;0;0;-4033;-8119;3183;439;287;-2989;-2652;-46;347;595;-95;-4114;-931;783;-148;-377;0;-524;0
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;42339;7734;0;3510;0;0;0;11244;-3178;0;0;0;-630;-3808;7435;281;1508;-4853;-1812;-21;0;421;-380;-4857;2579;-78;2501;-5;0;2496;-1001
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;;I;2;ROLANDIA;PR;42339;3429;0;7769;0;0;0;11198;-4747;-879;0;0;-146;-5773;5425;240;280;-3311;-1466;-15;0;453;-92;-3911;1514;1;1515;0;0;1515;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41753500;b3S;;I;2;CARLOS CHAGAS;MG;42339;8291;0;2904;0;0;0;11195;-3336;-546;0;0;-63;-3945;7250;451;188;-2565;-1801;-32;0;169;-186;-3776;3473;3;3476;-87;-96;3294;-729
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA;71243034;b3S;;I;2;CAPELINHA;MG;42339;9037;0;2157;0;0;0;11195;-2985;-760;0;0;-536;-4281;6914;818;867;-2982;-2093;-48;0;232;-341;-3547;3367;5;3373;-131;-192;3051;-995
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;42339;8861;0;2277;0;0;0;11138;-419;0;0;0;364;-54;11083;0;189;-1199;-1060;-10;0;515;0;-1565;9518;41;9559;-364;0;9195;-5562
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65229254;b3S;;I;2;PATROCINIO;MG;42339;8958;0;2041;0;0;0;10999;-2903;-1718;0;0;-1162;-5783;5216;489;616;-2325;-1923;-52;0;1357;-243;-2080;3137;-20;3116;-43;-110;2963;-538
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DA REGIÃO DAS MISSÕES E NOROESTE DO RS LTDA;95163002;b3S;;I;2;SANTO ANGELO;RS;42339;7756;0;3145;0;0;0;10902;-5915;0;0;0;-371;-6286;4616;493;228;-1619;-1689;-4;0;3;-195;-2784;1832;3;1835;-64;-163;1609;-498
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO - UNICRED ANHANGUERA;2647564;b3S;;I;2;ARARAS;SP;42339;9233;0;1528;0;0;0;10761;-4373;0;0;0;-976;-5349;5413;605;356;-3069;-2735;0;0;82;-251;-5012;401;23;423;-5;0;418;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41931445;b3S;;I;2;FORMIGA;MG;42339;8719;0;2023;0;0;0;10742;-2712;-693;0;0;-792;-4197;6545;511;829;-2691;-2123;-33;0;339;-499;-3666;2879;27;2905;-55;-203;2647;0
MÚLTIPLA CFI S/A - PRUDENCIAL;1000083584;n1;;C;2;ARAXA;MG;42339;9853;0;847;0;0;0;10700;-2958;0;0;0;-2525;-5483;5217;14973;0;-1620;-13544;-1766;0;437;-223;-1743;3474;-32;3442;-929;0;2513;0
TODESCREDI S/A - CFI - PRUDENCIAL;1000083546;n1;;I;2;BENTO GONCALVES;RS;42339;10691;0;0;0;0;0;10691;-3826;0;0;0;-4778;-8604;2087;242;0;-926;-858;-632;0;36;-356;-2494;-407;-33;-440;0;-14;-454;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES;1796302;b3S;;I;2;NOVO HAMBURGO;RS;42339;7517;0;3160;0;0;0;10677;-5324;0;0;0;-163;-5487;5189;850;103;-2113;-2615;-21;0;0;-96;-3891;1298;0;1299;-46;0;1253;-376
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ASSOCIADOS DO AGRESTE E SERTÃO CENTRAL DO ESTADO DE PERNAMBUCO - UNICRED CENTRO PERNAMBUCANA;41255225;b3S;;I;2;CARUARU;PE;42339;8183;0;2487;0;0;0;10669;-3269;0;0;0;-110;-3378;7291;341;449;-2218;-1778;-11;0;258;-691;-3650;3641;2;3643;0;-33;3610;-3423
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE, EMPRESÁRIOS, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS REGIÕES SERRANAS E DO MÉDIO VALE DO PARAÍBA;71698674;b3S;;I;2;TAUBATE;SP;42339;9300;0;1300;0;0;0;10600;-3174;-41;0;0;-1534;-4749;5851;444;107;-2341;-2264;0;0;32;-521;-4543;1308;-4;1304;-5;-270;1029;-466
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;;I;2;SAO GOTARDO;MG;42339;8582;0;1986;0;0;0;10569;-2616;-1601;0;0;411;-3806;6762;556;256;-1322;-1412;-17;0;158;-137;-1919;4843;9;4852;-64;0;4788;-1388
NATIXIS BRASIL S.A. BM - PRUDENCIAL;1000081627;b1;;I;3;SAO PAULO;SP;42339;0;0;8014;0;2543;0;10557;-247;0;0;0;0;-247;10311;10200;0;-4943;-3399;-498;0;878;0;2239;12550;9;12559;-1707;-390;10463;-7852
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;;I;2;BELO HORIZONTE;MG;42339;1722;0;4342;0;0;4488;10552;0;-4295;0;0;193;-4102;6450;334;1;-607;-4999;-287;0;301;-5;-5260;1190;0;1190;-400;0;789;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE E CENTRO SUL DA BAHIA LTDA.   SICOOB COOPERE;73398646;b3S;;I;2;VALENTE;BA;42339;8579;0;1931;0;0;0;10510;-2108;-189;0;0;-2533;-4830;5679;589;2395;-2553;-3691;-32;0;307;-555;-3541;2139;-69;2070;-7;0;2063;0
