Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA – UNICRED BLUMENAU;73443863;b3S;;I;2;BLUMENAU;SC;41883;9324;0;3339;0;0;0;12663;-6293;0;0;0;-472;-6765;5898;702;320;-2208;-2974;-19;0;0;-126;-4305;1593;-10;1583;-43;0;1539;-980
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;;I;2;CUNHA PORA;SC;41883;6721;0;5910;0;0;0;12631;-5259;-369;0;0;-217;-5844;6787;646;148;-1423;1305;-37;0;60;-232;468;7255;56;7311;-136;0;7175;0
BANIF - PRUDENCIAL;1000080130;b1;;C;3;SAO PAULO;SP;41883;3939;0;6240;-3473;5828;0;12533;-25940;-3;0;0;34129;8186;20719;92;28;-8558;-11735;-41;-26;6267;-9818;-23790;-3071;-640;-3711;-1114;0;-4825;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95213211;b3S;;I;2;ROLANTE;RS;41883;10737;0;1634;0;0;0;12371;-4075;-378;0;0;-1596;-6048;6322;1517;823;-2978;-2791;-67;0;225;-1778;-5049;1273;6;1280;-67;0;1212;0
SANTANA S.A. - CFI - PRUDENCIAL;1000083474;n1;;I;2;SAO PAULO;SP;41883;11994;0;355;0;0;0;12349;-3784;0;0;0;-3216;-7001;5348;1365;0;-266;-4390;-512;0;5;-326;-4123;1225;-370;855;-202;0;653;-445
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;;I;2;RIO DE JANEIRO;RJ;41883;0;0;12337;0;0;0;12337;-12337;0;0;0;0;-12337;0;0;0;-825;-382;-4;0;1181;0;-31;-31;0;-31;0;0;-31;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE;3566655;b3S;;I;2;SAO GABRIEL DO OESTE;MS;41883;9805;0;2379;0;0;0;12184;-2204;-2147;0;0;-2630;-6981;5203;2029;858;-3076;-2309;-48;0;1221;-1641;-2966;2237;8;2245;-249;0;1996;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;;I;2;TURVO;SC;41883;6828;0;5209;0;0;0;12037;-3900;-933;0;0;-419;-5253;6784;609;1336;-2158;-2203;-29;0;26;-425;-2844;3941;-38;3903;-25;0;3878;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;;I;2;CAMPO GRANDE;MS;41883;10067;0;1824;0;0;0;11891;-2558;-517;0;0;-1877;-4951;6940;1710;734;-3108;-2232;-41;0;236;-1478;-4180;2760;15;2775;-126;0;2648;0
BCO FICSA S.A. - PRUDENCIAL;1000081737;b1;;I;2;SAO PAULO;SP;41883;3741;0;7855;226;0;0;11822;-6117;0;0;0;1994;-4123;7699;7;0;-1436;-9246;-858;0;3787;-2596;-10342;-2644;-77;-2721;0;0;-2721;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DO PARANÁ - SICREDI CENTRO SUL PR/SC;78907607;b3S;;I;2;PRUDENTOPOLIS;PR;41883;9661;0;2127;0;0;2;11789;-2226;-766;0;0;-2197;-5189;6600;2015;642;-2884;-2847;-54;0;289;-1809;-4648;1952;10;1962;-234;0;1728;0
ATRIA S.A. - CFI - PRUDENCIAL;1000083508;n1;;I;2;ARAUCARIA;PR;41883;11367;0;247;0;0;0;11613;-490;0;0;0;-2161;-2651;8963;0;20;-12;-287;-65;0;334;-3624;-3634;5328;0;5328;0;0;5328;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA.;33370115;b3S;;I;2;RIO DE JANEIRO;RJ;41883;5432;0;6144;0;0;0;11576;-6755;0;0;0;-265;-7020;4556;200;24;-2636;3252;-22;0;221;-515;525;5081;-38;5042;-34;0;5008;-363
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;41883;10348;0;1145;0;0;0;11493;-3852;-113;0;0;-350;-4316;7177;567;658;-2076;-1028;-28;0;451;-258;-1715;5462;-7;5455;-42;0;5413;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO NOSSA TERRA   SICREDI NOSSA TERRA PR/SP;81192106;b3S;;I;2;CAFELANDIA;PR;41883;7559;0;3911;0;0;6;11475;-3528;-1173;0;0;-1049;-5750;5725;1654;361;-2182;-1981;-44;0;396;-1471;-3267;2458;1561;4019;-237;0;3782;0
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROF. DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS MICRORREGIÕES DE AMERICANA, PIRACICABA E BOTUCATU - UNICRED BANDEIRANTE;3055269;b3S;;I;2;AMERICANA;SP;41883;9937;0;1505;0;0;0;11442;-5112;-131;0;0;-10;-5253;6189;472;63;-2582;-2671;0;0;2;-292;-5008;1181;2;1183;-4;-153;1026;0
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;;I;3;SAO PAULO;SP;41883;1596;0;9113;0;672;0;11381;-7582;0;0;0;22;-7560;3821;23;4;-861;-815;-183;0;1;0;-1830;1991;0;1991;-764;-92;1135;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR, DOS SERVIDORES PÚBLICOS FEDERAIS E DOS EMPRESÁRIOS DO ESTADO DE ALAGOAS - UNICRED ALAGOAS;41180092;b3S;;I;2;MACEIO;AL;41883;8212;0;3044;0;0;0;11256;-3681;0;0;0;-136;-3817;7439;223;299;-1932;-1011;-15;0;403;-498;-2530;4908;0;4908;0;-120;4788;0
FINSOL SCMEPP S.A. - PRUDENCIAL;1000083340;n1;;I;3;RECIFE;PE;41883;11253;0;0;0;0;0;11253;-278;-2121;0;0;-526;-2924;8328;1211;0;-4851;-2497;-541;0;0;-70;-6749;1579;0;1579;0;0;1579;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;;I;2;LAPA;PR;41883;8461;0;2735;0;0;0;11196;-2937;-595;0;0;-3412;-6943;4253;1403;703;-2869;-2367;-48;0;302;-1425;-4300;-47;8;-39;-216;0;-254;0
BANCO BM&FBOVESPA - PRUDENCIAL;1000081225;b1;;I;2;SAO PAULO;SP;41883;0;0;10431;0;398;0;10829;-6300;0;0;0;0;-6300;4529;88;2216;0;-3613;-433;0;0;0;-1742;2787;0;2787;-1116;0;1671;0
RANDON - PRUDENCIAL;1000080800;b1;;C;2;CAXIAS DO SUL;RS;41883;9135;0;1617;0;0;0;10752;-2543;-1443;0;0;-1016;-5001;5751;26718;286;-4608;-16569;-3363;-20;1120;-1070;2494;8244;27;8272;-2582;-553;5136;0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA, AGROPECUARISTAS E EMPRESÁRIOS DA REGIÃO DE PIRACICABA;54401286;b3S;;I;2;PIRACICABA;SP;41883;4378;0;6311;0;0;0;10689;-4260;-1057;0;0;-5963;-11280;-591;127;236;-1816;1566;-12;0;662;-93;670;79;-25;54;-12;0;42;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC;81016131;b3S;;I;2;VIDEIRA;SC;41883;7151;0;3511;0;0;0;10662;-4143;-383;0;0;-1068;-5593;5069;912;327;-1767;615;-27;0;20;-138;-58;5011;57;5068;-140;0;4928;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA;85291086;b3S;;I;2;JACINTO MACHADO;SC;41883;6392;0;4223;0;0;0;10615;-3996;-213;0;0;-621;-4830;5785;578;385;-2167;176;-34;24;123;-115;-1030;4756;-10;4745;-61;0;4684;0
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;;I;2;PRIMAVERA DO LESTE;MT;41883;9481;0;1134;0;0;0;10615;-3302;-121;0;0;-835;-4257;6357;113;73;-1840;-762;-7;0;5;0;-2417;3941;-2;3938;0;0;3938;-45
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;;I;2;CURITIBA;PR;41883;9699;0;890;0;0;0;10589;-3653;-218;0;0;-143;-4014;6575;1022;514;-3022;-1841;-38;0;241;-215;-3339;3237;-64;3173;-163;0;3010;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE - SICREDI OESTE PR;76059997;b3S;;I;2;TOLEDO;PR;41883;8895;0;1678;0;0;4;10577;-2094;-901;0;0;-2430;-5424;5152;1951;503;-2412;-1882;-56;0;351;-2088;-3635;1518;209;1727;-259;0;1468;0
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;;I;1;RIO DE JANEIRO;RJ;41883;2839;0;7635;0;0;0;10474;0;-703;0;0;415;-289;10186;2837;0;-5823;-2216;-656;0;190;-3;-5670;4515;-5;4510;-1173;0;3338;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE BAGÉ   SICREDI FRONTEIRA SUL RS;88530142;b3S;;I;2;BAGE;RS;41883;8161;0;2006;0;0;0;10168;-2203;-915;0;0;-1749;-4867;5301;1393;479;-2782;-1796;-78;0;446;-1402;-3741;1560;16;1576;-151;0;1425;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TERCEIRO PLANALTO DO PARANÁ - SICREDI TERCEIRO PLANALTO;77984870;b3S;;I;2;GUARAPUAVA;PR;41883;8486;0;1500;0;0;2;9988;-1752;-823;0;0;-2349;-4925;5063;1396;487;-1828;-1777;-39;0;355;-1708;-3115;1948;57;2006;-202;0;1804;0
OM DTVM LTDA - PRUDENCIAL;1000084239;n2;;I;2;SAO PAULO;SP;41883;0;0;3917;-3;6019;0;9933;0;0;0;0;0;0;9933;464;0;-1611;-6509;-515;0;17;-370;-8523;1410;-30;1380;-579;0;802;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO GRANDES LAGOS DO PARANÁ - SICREDI GRANDES LAGOS PR;81115149;b3S;;I;2;LARANJEIRAS DO SUL;PR;41883;8424;0;1476;0;0;1;9901;-1757;-572;0;0;-1278;-3607;6294;1609;679;-2125;-1975;-42;0;138;-1847;-3562;2732;7;2739;-213;0;2527;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO RIO PARANÁ - SICREDI RIO PARANÁ PR/SP;81206039;b3S;;I;2;NOVA LONDRINA;PR;41883;8268;0;1609;0;0;0;9877;-2085;-536;0;0;-1625;-4246;5631;1759;428;-2776;-2673;-113;0;230;-1455;-4599;1032;1841;2873;-218;0;2655;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO JACUÍ - SICREDI ALTO JACUÍ RS;87779625;b3S;;I;2;NAO-ME-TOQUE;RS;41883;7040;0;2775;0;0;4;9820;-2403;-732;0;0;-2327;-5462;4358;1631;628;-2381;-1336;-40;0;339;-1158;-2316;2042;0;2042;-193;0;1849;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ESPUMOSO - SICREDI ESPUMOSO RS;87900411;b3S;;I;2;ESPUMOSO;RS;41883;7110;0;2695;0;0;1;9806;-2486;-887;0;0;-2632;-6004;3802;1300;300;-2045;-482;-27;0;215;-780;-1519;2283;23;2306;-171;0;2134;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR E OUTROS SEGMENTOS DE CRÉDITO DO ESTADO DE MINAS GERAIS LTDA - UNICRED CENTRAL (MG);184068;b3C;;I;2;BELO HORIZONTE;MG;41883;0;0;9764;0;0;0;9764;-10022;0;0;0;258;-9764;0;28;0;-1071;1074;-3;0;0;0;29;28;0;28;-9;0;20;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;;I;2;PATOS DE MINAS;MG;41883;7125;0;2505;0;0;0;9630;-4060;0;0;0;-493;-4553;5077;556;102;-2007;-2426;-24;0;3;-165;-3961;1116;-17;1100;-7;0;1093;0
UNICRED RECIFE   COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DO GRANDE RECIFE, ZONA DA MATA NORTE E SUL LTDA;70241658;b3S;;I;2;RECIFE;PE;41883;8281;0;1238;0;0;0;9519;-3314;0;0;0;-168;-3481;6037;130;330;-1961;-1188;-11;0;222;-404;-2884;3153;-14;3139;-3;-153;2983;-53
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ROTA DAS TERRAS - SICREDI ROTA DAS TERRAS RS;87510475;b3S;;I;2;TAPERA;RS;41883;7109;0;2399;0;0;0;9508;-2473;-1018;0;0;-1082;-4573;4936;1239;228;-1656;-787;-30;0;408;-1219;-1817;3118;5;3123;-174;0;2949;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82096447;b3S;;I;2;VIDEIRA;SC;41883;7673;0;1660;0;0;0;9333;-2761;0;0;0;142;-2619;6714;105;0;-1361;-287;-15;0;7;-11;-1562;5152;0;5152;-53;-56;5044;-1120
BCO STANDARD INV S.A. - PRUDENCIAL;1000081335;b2;;C;3;SAO PAULO;SP;41883;4321;0;4876;0;0;0;9198;-1766;0;0;0;0;-1766;7432;1244;0;-5072;-2754;-206;0;89;0;-6699;733;-891;-158;0;0;-158;0
MIRAE CCTVM LTDA. - PRUDENCIAL;1000082932;n2;;C;3;SAO PAULO;SP;41883;0;0;9097;24;31;0;9151;0;0;0;0;0;0;9151;1552;892;-1323;-2189;-774;0;4177;-445;1891;11042;0;11042;-3727;-80;7235;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;;I;2;PORTO VELHO;RO;41883;320;0;8780;0;0;0;9100;-8760;-21;0;0;-62;-8844;256;3;1;-1211;-482;-9;505;2278;-785;299;555;-10;545;0;0;545;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;;I;2;ITAPEMA;SC;41883;8128;0;965;0;0;0;9093;-2658;-144;0;0;-1545;-4347;4746;1272;545;-2360;-2176;-44;0;213;-1292;-3842;904;97;1001;-10;0;991;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DA SAÚDE, DOS MEMBROS E SERV DO PODER JUD, DO MP E DE ÓRGÃOS JUR DA REG METROP DE NATAL - UNICRED NATAL;70038237;b3S;;I;2;NATAL;RN;41883;5678;0;3394;0;0;0;9072;-3089;0;0;0;-42;-3131;5941;110;94;-1800;-546;-9;0;131;-381;-2401;3539;1;3538;0;-102;3436;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;;I;2;MARACAJU;MS;41883;8032;0;1039;0;0;0;9071;-1053;-1649;0;0;-1024;-3726;5345;1080;494;-2082;-1539;-26;0;884;-979;-2167;3178;6;3184;-126;0;3058;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;b3S;;I;2;MANHUACU;MG;41883;6908;0;2149;0;0;0;9057;-2000;-772;0;0;-93;-2866;6191;634;1022;-2651;-845;-50;0;479;-149;-1559;4631;61;4692;-134;0;4558;-2028
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA GRANDE GETÚLIO VARGAS DO RIO GRANDE DO SUL - SICREDI ESTAÇÃO RS;87784088;b3S;;I;2;ESTACAO;RS;41883;7337;0;1694;0;0;0;9031;-2015;-708;0;0;-1950;-4673;4359;1067;276;-2320;-1197;-21;0;472;-947;-2669;1690;1;1689;-154;0;1534;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;;I;2;CASCAVEL;PR;41883;7399;0;1590;0;0;0;8989;-3753;-118;0;0;-805;-4676;4313;808;555;-2041;-572;-24;0;306;-205;-1173;3140;15;3155;-173;0;2982;0
TOV CCTVM LTDA - PRUDENCIAL;1000082884;n2;;I;2;POCOS DE CALDAS;MG;41883;59;0;1639;74;7216;0;8988;0;0;0;0;61;61;9049;4331;0;-2411;-10283;-225;0;119;0;-8470;579;0;579;-205;0;374;0
BPN BRASIL BM S.A. - PRUDENCIAL;1000081490;b1;;I;3;SAO PAULO;SP;41883;4107;0;1676;853;2293;0;8929;-1972;-5518;0;0;-1277;-8768;162;158;70;-2284;-2536;-119;0;1084;-619;-4247;-4085;-2;-4087;0;0;-4087;0
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;;I;3;SAO PAULO;SP;41883;425;0;3018;3326;2147;0;8916;-8;-3269;0;0;-44;-3322;5594;0;0;-925;-684;-265;0;34;-7;-1846;3748;0;3748;-863;0;2885;0
COOPERATIVA DE CRÉDITO RURAL E DOS PEQUENOS EMPREENDEDORES DO VALE DO MOGI GUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;;I;2;DESCALVADO;SP;41883;6999;0;1882;0;0;0;8881;-2930;-269;0;0;-638;-3838;5043;218;330;-2400;-264;-20;0;380;0;-1755;3288;2;3291;-28;0;3263;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;;I;2;QUIRINOPOLIS;GO;41883;7285;0;1523;0;0;0;8808;-1916;-348;0;0;-1523;-3786;5022;124;562;-2582;-796;-4;0;521;-86;-2262;2759;17;2777;-22;0;2755;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÍ-PARANAPANEMA-AVARÉ;966246;b3S;;I;2;ITAI;SP;41883;7111;0;1665;0;0;0;8776;-2695;-509;0;0;-1182;-4386;4390;368;699;-2068;-895;-15;0;174;-938;-2675;1715;15;1730;-19;-63;1647;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DO PARANÁ - SICOOB NOROESTE DO PARANÁ;5772229;b3S;;I;2;PARANAVAI;PR;41883;7832;0;926;0;0;0;8758;-1942;-817;0;0;-1844;-4603;4155;629;536;-2451;-1593;-33;0;167;-143;-2889;1266;-28;1238;-139;0;1099;-518
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE PEQUENO EMPRESÁRIO, MICROEMPRESÁRIO E OU MICROEMPREENDEDOR DE CONCÓRDIA E REGIÃO - SICOOB - TRANSCREDI;4247370;b3S;;I;2;CONCORDIA;SC;41883;6490;0;2222;0;0;0;8712;-3187;-23;0;0;-463;-3673;5038;398;212;-879;447;-23;0;2;-100;57;5095;11;5106;-63;0;5043;-776
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2282709;b3S;;I;2;ANAPOLIS;GO;41883;7783;0;908;0;0;0;8691;-2381;0;0;0;-2562;-4943;3748;194;125;-1780;-2293;-13;0;0;-8;-3775;-27;-20;-47;-18;0;-65;-300
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;;I;2;CRISTALINA;GO;41883;7272;0;1402;0;0;0;8674;-1612;-1604;0;0;-3030;-6245;2430;1288;338;-2353;-1972;-37;0;877;-1012;-2871;-442;1;-443;-224;0;-667;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;;I;2;SAO GONCALO DO SAPUCAI;MG;41883;6787;0;1844;0;0;0;8632;-2414;-606;0;0;-554;-3574;5058;665;560;-2726;-852;-46;0;385;-181;-2196;2862;37;2900;-116;0;2784;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER;46642294;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;41883;7415;0;1198;0;0;0;8613;-330;0;0;0;-607;-938;7675;52;0;-305;-381;-40;0;4;-67;-737;6938;0;6938;0;0;6938;-8253
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE CAMPO GRANDE MS LTDA.;73647935;b3S;;I;2;CAMPO GRANDE;MS;41883;4376;0;4169;0;0;0;8545;-4025;0;0;0;-49;-4074;4471;37;147;-1543;-1080;-8;0;0;0;-2446;2024;1;2025;1;0;2024;-1313
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DO VALE DO PARANHANA - ECOCREDI;11565109;b3S;;I;2;TRES COROAS;RS;41883;7191;0;1311;0;0;0;8501;-3130;-960;0;0;-1054;-5143;3358;408;360;-699;-625;-16;0;8;-48;-611;2746;-1;2745;-32;0;2713;-495
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO OESTE - SICOOB OESTE;5392810;b3S;;I;2;TOLEDO;PR;41883;6869;0;1457;0;0;0;8326;-3291;-137;0;0;-1183;-4611;3715;664;364;-2293;-1232;-25;0;269;-127;-2381;1334;19;1354;-172;0;1181;-620
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;;I;2;ITAUNA;MG;41883;6262;0;1925;0;0;0;8187;-3304;-92;0;0;-187;-3583;4604;318;448;-1161;161;-10;0;299;-450;-395;4209;-78;4131;-5;0;4126;-405
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDESTE PARAENSE - SICREDI CARAJÁS PA;8723661;b3S;;I;2;REDENCAO;PA;41883;7552;0;596;0;0;0;8148;-817;-1293;0;0;-2011;-4120;4028;997;563;-1713;-1499;-33;0;161;-2171;-3694;334;308;642;-153;0;489;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;;I;2;IBIRAMA;SC;41883;6311;0;1713;0;0;0;8025;-3274;-35;0;0;-424;-3732;4292;263;268;-1617;-1750;-7;0;13;-18;-2849;1443;8;1452;0;-140;1311;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E EMPRESÁRIOS DA REGIÃO OESTE DO PARANÁ LTDA. UNIPRIME OESTE DO PARANÁ;1736243;b3S;;I;2;CASCAVEL;PR;41883;4761;0;3252;0;0;0;8013;-4025;-24;0;0;-121;-4170;3843;148;81;-855;-568;-4;0;50;-7;-1155;2688;0;2688;0;-163;2525;-616
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE VARGINHA LTDA - SICOOB CREDIVAR;25798596;b3S;;I;2;VARGINHA;MG;41883;5525;0;2430;0;0;0;7955;-2160;-771;0;0;158;-2773;5182;580;323;-2372;139;-43;0;386;-171;-1158;4024;81;4105;-138;0;3967;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;;I;2;ALFREDO CHAVES;ES;41883;6788;0;1167;0;0;0;7954;-2211;-295;0;0;-1399;-3906;4049;398;673;-1611;-204;-35;0;455;-146;-469;3580;-8;3572;-60;0;3512;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MATAS DE MINAS LTDA. - SICOOB CREDISUDESTE;22656789;b3S;;I;2;MURIAE;MG;41883;5864;0;1984;0;0;0;7848;-2509;-204;0;0;-449;-3162;4686;790;813;-2891;-105;-63;0;537;-207;-1126;3560;6;3565;-143;0;3423;-1345
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;;I;2;PALMITOS;SC;41883;5081;0;2734;0;0;0;7815;-2861;-270;0;0;-2693;-5825;1990;296;797;-1443;502;-30;0;67;-252;-62;1928;43;1970;-85;0;1885;0
PERNAMBUCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DOS PODERES EXECUTIVO, LEGISLATIVO, JUDICIÁRIO E DO MINISTÉRIO PÚBLICO EM PERNAMBUCO;4146333;b3S;;I;2;RECIFE;PE;41883;7263;0;512;0;0;0;7775;-2065;-1183;0;0;183;-3066;4709;58;65;-1307;-1116;-5;0;89;-371;-2587;2122;0;2122;0;-76;2046;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78834975;b3S;;I;2;CANOINHAS;SC;41883;4545;0;3133;0;0;0;7678;-2705;-167;0;0;-2189;-5062;2616;312;186;-1689;29;-18;54;71;-307;-1362;1254;-7;1247;-52;0;1195;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO TRIANGULO MINEIRO LTDA - SICOOB ARACOOP;3320525;b3S;;I;2;ARAGUARI;MG;41883;6586;0;1060;0;0;0;7645;-2133;-866;0;0;-831;-3831;3815;313;270;-1887;-775;-28;0;326;-34;-1814;2000;-57;1943;-21;0;1922;-259
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO DOCE LTDA. - SICOOB CREDIRIODOCE;25606237;b3S;;I;2;GOVERNADOR VALADARES;MG;41883;5304;0;2275;0;0;0;7579;-2738;-362;0;0;-763;-3863;3716;612;805;-2080;-110;-45;0;500;-193;-510;3206;4;3209;-70;-79;3061;-533
TREVISO CC S.A. - PRUDENCIAL;1000081885;n2;;I;2;SAO PAULO;SP;41883;0;0;2;0;7476;0;7478;0;0;0;0;18;18;7495;447;2;-1097;-6414;-392;0;26;-25;-7454;41;0;41;-65;0;-23;0
