Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
FLOW CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;5816451;n2;;I;2;SAO PAULO;SP;41061;0;0;5124;275;55;0;5454;-71;0;0;0;0;-71;5383;7406;119;-5023;-9309;-876;0;4;-20;-7699;-2317;49;-2267;0;-4242;-6509;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - CREDIMED;69346856;b3S;;I;2;FRANCA;SP;41061;5014;0;431;0;0;0;5445;-1399;0;0;0;-376;-1775;3669;107;118;-1316;-915;-3;0;3;-412;-2417;1252;0;1252;-3;0;1250;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;;I;2;NITEROI;RJ;41061;3981;0;1461;0;0;0;5442;-1503;0;0;0;-82;-1585;3857;39;7;-1283;-1090;0;0;8;-38;-2357;1500;2;1501;0;0;1501;-600
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;;I;2;UNAI;MG;41061;4719;0;640;0;0;30;5388;-603;-589;0;0;-214;-1406;3982;264;165;-1551;-1175;-30;0;391;-251;-2187;1795;5;1800;-28;0;1772;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41753500;b3S;;I;2;CARLOS CHAGAS;MG;41061;4601;0;782;0;0;0;5383;-931;-310;0;0;-115;-1356;4027;182;88;-1350;-1142;-20;0;118;-121;-2246;1781;8;1788;-18;0;1770;-404
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE - SICOOB NOROESTE SC;81292278;b3S;;I;2;SAO LOURENCO D'OESTE;SC;41061;3478;0;1875;0;0;0;5353;-1848;-394;0;0;-253;-2496;2857;162;30;-915;-757;-12;9;70;-126;-1539;1319;2;1321;-15;0;1306;0
BANCO POTTENCIAL S.A.;253448;b1;;I;2;BELO HORIZONTE;MG;41061;3619;0;1710;0;0;0;5329;-2253;-509;0;0;-548;-3310;2019;25172;3744;-3816;-19329;-174;678;1975;-4586;3664;5683;0;5683;-2190;0;3494;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA. - SICOOB EMPRESARIAL;5856736;b3S;;I;2;BRASILIA;DF;41061;4419;0;887;0;0;0;5307;-902;-75;0;0;-801;-1778;3529;193;136;-615;-830;-7;351;4;-52;-820;2709;-67;2642;-11;0;2631;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;;I;2;SAO PAULO;SP;41061;4993;0;294;0;0;0;5287;0;0;0;0;-133;-133;5154;0;0;-356;-276;-38;0;38;-9;-641;4513;0;4513;-104;0;4409;-2394
COOPERATIVA DE CRÉDITO RURAL DE PITANGUI LTDA-SICOOB CREDICOOP;41931221;b3S;;I;2;PITANGUI;MG;41061;4698;0;569;0;0;0;5267;-1182;-177;0;0;-392;-1751;3516;117;55;-1332;-1063;-6;0;65;-121;-2286;1230;-8;1222;-14;0;1208;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE TOLEDO E REGIAO LTDA - COOPERATIVA DE CREDITO PIONEIRA DO PARANA;1286361;b3S;;I;2;TOLEDO;PR;41061;3698;0;1567;0;0;0;5266;-1877;-8;0;0;36;-1849;3417;20;164;-1255;-832;-7;0;18;-76;-1969;1448;47;1496;-9;-42;1445;-452
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SANTOAUGUSTENSE - SICREDI SANTO AUGUSTO RS;92564145;b3S;;I;2;SANTO AUGUSTO;RS;41061;4332;0;920;0;0;4;5256;-682;-880;0;0;-1050;-2612;2645;708;273;-1523;-915;-10;0;385;-1048;-2128;517;-42;475;-52;0;423;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV E MEMBROS JUSTIÇA TRABALHO E MINIST PÚBL TRABALHO NO TERRITÓRIO NACIONAL, PODER JUD FEDERAL E MPU PARÁ, SANTA CATARINA, TSE E STM NO DF -SICOOB CREDIJUSTRA;37079720;b3S;;I;2;BRASILIA;DF;41061;4896;0;351;0;0;0;5247;-1565;-158;0;0;-233;-1957;3291;67;34;-1057;-1214;-8;212;6;-64;-2024;1267;8;1275;-4;0;1271;0
COOPERATIVA DE CRÉDITO RURAL DO LITORAL VALE DO ITAJAÍ E NORTE CATARINENSE - CREDIALVES;4430100;b3S;;I;2;LUIZ ALVES;SC;41061;4804;0;436;0;0;0;5240;-1746;-514;0;0;-125;-2385;2855;39;281;-1261;-1726;0;0;360;-24;-2332;523;5;528;-34;0;493;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DA MANTIQUEIRA LTDA. - SICOOB CREDICAMPO;21661202;b3S;;I;2;ENTRE RIOS DE MINAS;MG;41061;4547;0;679;0;0;0;5227;-1160;-105;0;0;-284;-1549;3678;262;586;-1621;-1604;-152;0;185;-181;-2523;1155;10;1164;-30;-87;1047;0
COOPERATIVA DE CRÉDITO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;;I;2;SANTA CRUZ DAS PALMEIRAS;SP;41061;4629;0;583;0;0;0;5211;-1471;0;0;0;-963;-2434;2777;35;107;-912;-991;-7;2;53;-181;-1893;884;0;884;0;-28;856;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDESTE PARAENSE - SICREDI CARAJÁS PA;8723661;b3S;;I;2;REDENCAO;PA;41061;4806;0;399;0;0;0;5205;-543;-485;0;0;-744;-1772;3433;696;522;-1477;-971;-21;0;1059;-2341;-2533;900;397;1297;-21;0;1276;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO - UNICRED ANHANGUERA;2647564;b3S;;I;2;ARARAS;SP;41061;4869;0;330;0;0;0;5198;-1400;-56;0;0;-854;-2310;2888;190;0;-1441;-1208;0;0;8;-62;-2513;375;0;375;0;0;375;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CONSTANTINA-CRESOL CONSTANTINA.;2663426;b3S;;I;2;CONSTANTINA;RS;41061;4309;0;849;0;0;0;5158;-1143;-781;0;0;-733;-2658;2500;2;36;-787;-1047;0;0;297;-288;-1788;712;73;785;0;0;785;0
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;41061;4239;0;902;0;0;0;5140;-1328;0;0;0;-167;-1495;3645;127;1085;-1898;-704;-10;0;26;-2598;-3972;-327;316;-11;1;0;-12;-14
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARAÍSO LTDA. - SICOOB CREDIVAP;22656789;b3S;;I;2;ESPERA FELIZ;MG;41061;4087;0;1014;0;0;37;5138;-1113;-451;0;0;-180;-1744;3394;274;717;-2118;-1525;-12;0;685;-721;-2701;693;16;709;-28;0;681;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECÓZINHO - SICOOB VALCREDI/SC;2090126;b3S;;I;2;PASSOS MAIA;SC;41061;3845;0;1286;0;0;0;5131;-1587;-329;0;0;-394;-2310;2821;224;152;-689;-1020;-12;0;2;-98;-1443;1378;2;1380;0;0;1380;0
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;;I;2;PORTO ALEGRE;RS;41061;33;0;5098;0;0;0;5131;-4726;0;0;0;-6;-4733;398;0;0;-693;526;0;0;0;-3;-170;228;0;228;0;0;228;0
COOPERATIVA DE CRÉDITO RURAL CAZOLA;315406;b3S;;I;2;LUCELIA;SP;41061;4641;0;483;0;0;0;5123;-1915;-30;0;0;-1468;-3414;1710;11;122;-670;-751;-5;0;46;-642;-1889;-180;-80;-259;-3;0;-262;0
BANCO BRACCE S.A.;48795256;b1;;I;3;SAO PAULO;SP;41061;1386;0;3688;0;0;0;5074;-5357;0;0;0;481;-4876;198;418;1;-3264;-4584;-84;0;1485;-1235;-7264;-7066;24;-7042;2520;-161;-4683;0
PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;20155248;n2;;I;2;SAO PAULO;SP;41061;0;0;4643;-353;769;0;5058;0;0;0;0;0;0;5058;0;0;-1081;-1738;-237;0;0;-262;-3319;1739;0;1740;-685;0;1055;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORDESTE DO PARÁ - SICREDI NORDESTE PA;10772401;b3S;;I;2;PARAGOMINAS;PA;41061;4608;0;438;0;0;0;5045;-236;-1842;0;0;-620;-2698;2347;363;248;-743;-456;-12;0;7551;-8015;-1066;1281;322;1603;-5;0;1598;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA;71243034;b3S;;I;2;CAPELINHA;MG;41061;4597;0;422;0;0;0;5019;-802;-573;0;0;-261;-1636;3383;317;450;-1580;-1155;-20;0;127;-168;-2028;1355;-3;1352;-27;-89;1237;0
COOPERATIVA DE CRÉDITO DE POMPÉU LTDA. - SICOOB CREDIPÉU;66262643;b3S;;I;2;POMPEU;MG;41061;3977;0;1036;0;0;0;5013;-1516;-169;0;0;-793;-2478;2535;147;59;-1241;-721;-13;0;49;-94;-1815;720;1;720;-27;0;694;0
COOPERATIVA DE CRÉDITO DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO ALTO SÃO FRANCISCO LTDA. - SICOOB CREDIPRATA;26178111;b3S;;I;2;LAGOA DA PRATA;MG;41061;4417;0;570;0;0;0;4987;-922;-417;0;0;-1093;-2432;2555;231;67;-1358;-1064;-11;0;268;-118;-1985;570;2;572;-39;-51;481;0
COOPERATIVA DE CREDITO RURAL PINTADAS - SICOOB SERTÃO;2057584;b3S;;I;2;PINTADAS;BA;41061;4562;0;423;0;0;0;4984;-712;-135;0;0;-440;-1288;3697;214;140;-1145;-1489;-26;0;94;-87;-2300;1397;0;1398;-31;0;1366;-414
FAIR CORRETORA DE CAMBIO S.A.;32648370;n2;;I;2;SAO PAULO;SP;41061;0;0;1500;0;3465;0;4965;0;0;0;0;-119;-119;4846;8503;0;-2639;-8417;-1034;0;26;-120;-3680;1165;0;1165;-427;0;739;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO PAULO - SICOOB COOPERCREDI-SP;915950;b3S;;I;2;SAO PAULO;SP;41061;4540;0;412;0;0;0;4952;-46;0;0;0;-205;-251;4701;1;14;-1329;-1067;0;4;0;-328;-2703;1997;-3;1994;0;0;1994;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAUDE E EMPRESÁRIOS DE ARAXA E DO OESTE DE MINAS LTDA. - UNICRED COMERCIO;7791025;b3S;;I;2;ARAXA;MG;41061;4318;0;629;0;0;0;4946;-1080;0;0;0;-959;-2039;2908;385;356;-1667;-2160;-14;0;43;-132;-3189;-281;18;-263;-9;0;-272;-176
BBVA BRASIL BANCO DE INVESTIMENTO S.A.;45283173;b2;;I;3;SAO PAULO;SP;41061;0;0;4930;0;0;0;4930;0;0;0;0;0;0;4930;0;0;-27;-456;-232;0;1304;-270;319;5249;0;5249;-2101;0;3148;0
UNICRED DE NOVA FRIBURGO - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE SAUDE DE NOVA FRIBURGO LTDA;918800;b3S;;I;2;NOVA FRIBURGO;RJ;41061;2784;0;2145;0;0;0;4928;-2229;0;0;0;-613;-2842;2087;36;48;-873;-874;-10;0;537;-35;-1171;916;0;915;0;0;915;-376
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS ? SICOOB CREDICAMPOS SC;78862083;b3S;;I;2;CAMPOS NOVOS;SC;41061;3309;0;1617;0;0;0;4926;-1570;-606;0;0;-17;-2193;2733;289;306;-990;-1137;-14;0;58;-185;-1672;1061;18;1080;0;0;1080;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;;I;2;CARMO DO PARANAIBA;MG;41061;3979;0;883;0;0;43;4905;-1018;-462;0;0;-607;-2088;2817;293;427;-1125;-643;-31;0;303;-342;-1119;1697;37;1734;-57;0;1678;0
COOPERATIVA DE CRÉDITO DA MICRORREGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;;I;2;SAO GOTARDO;MG;41061;4467;0;428;0;0;0;4895;-688;-1128;0;0;-182;-1998;2897;216;158;-715;-653;-11;0;82;-71;-994;1904;16;1919;-29;0;1890;0
COOPERATIVA DE CREDITO RURAL DE ARAGUARI LTDA. - SICOOB ARACREDI;68987;b3S;;I;2;ARAGUARI;MG;41061;3847;0;1037;0;0;0;4884;-777;-933;0;0;-444;-2155;2729;188;79;-1130;-874;-18;0;164;-162;-1753;976;5;981;-23;0;957;0
JURISCRED - COOPERATIVA DE CRÉDITO DOS MEMBROS DO PODER JUDICIÁRIO, DO MINISTÉRIO PÚBLICO, DE ÓRGÃOS JURÍDICOS E DE SERVIDORES PÚBLICOS CIVIS ESTADUAIS E MUNICIPAIS EM ALAGOAS;4179861;b3S;;I;3;MACEIO;AL;41061;4142;0;694;0;0;0;4836;-1036;0;0;0;-401;-1437;3399;70;157;-840;-589;-16;0;93;-352;-1478;1921;1;1920;0;-37;1883;-730
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4355489;b3S;;I;2;FLORIANOPOLIS;SC;41061;2249;0;2568;0;0;0;4817;-2740;0;0;0;-25;-2765;2051;70;25;-649;-608;0;0;0;-49;-1210;841;2;843;-3;0;840;-340
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;;I;2;FRUTAL;MG;41061;4335;0;474;0;0;0;4810;-427;-577;0;0;-332;-1335;3474;351;336;-1347;-977;-31;0;168;-207;-1708;1767;25;1792;-70;0;1722;-331
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DO CREA DO ESTADO DE SANTA CATARINA;5979692;b3S;;I;2;FLORIANOPOLIS;SC;41061;3462;0;1262;0;0;0;4724;-1541;-67;0;0;-1045;-2652;2072;327;0;-993;-1484;-5;0;49;-95;-2201;-129;-2;-131;0;0;-131;0
WALPIRES S.A. CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS;61769790;n2;;I;2;SAO PAULO;SP;41061;0;0;3105;1610;0;0;4714;0;-1295;0;0;-46;-1340;3374;1322;5820;-1328;-5841;-691;0;932;-390;-176;3198;0;3198;0;0;3198;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE ARARAQUARA E REGIÃO - SICREDI UNIÃO CENTRO NORTE PAULISTA SP;73113243;b3S;;I;2;ARARAQUARA;SP;41061;2915;0;1796;0;0;0;4711;-1874;-4;0;0;-325;-2203;2508;536;88;-1120;-736;-22;0;171;-654;-1736;772;13;785;-65;0;719;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E PROFISSIONAIS DA ÁREA DA EDUCAÇÃO DE GOIÂNIA E REGIÕES LTDA.;3730508;b3S;;I;2;GOIANIA;GO;41061;4223;0;481;0;0;0;4703;-523;-362;0;0;-286;-1171;3532;117;101;-1320;-1421;-8;0;360;-42;-2212;1320;12;1332;-8;0;1324;0
SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;3881423;n1;;I;2;ARARUAMA;RJ;41061;4687;0;5;0;0;0;4693;-1658;0;0;0;-503;-2161;2532;0;0;-334;-399;-148;0;157;-58;-782;1750;0;1750;-891;0;859;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE PETRÓPOLIS LTDA. - UNICRED PETRÓPOLIS.;72052004;b3S;;I;2;PETROPOLIS;RJ;41061;4397;0;233;0;0;0;4631;-884;0;0;0;-646;-1530;3101;66;23;-1051;-927;0;0;58;-20;-1850;1251;73;1324;0;0;1324;-69
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE CAPIVARI;49389307;b3S;;I;2;CAPIVARI;SP;41061;2852;0;1779;0;0;0;4631;-2065;-352;0;0;-105;-2522;2109;8;179;-1040;-777;-18;0;101;-83;-1630;479;-130;349;0;0;349;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;;I;2;ITAUNA;MG;41061;3919;0;702;0;0;0;4621;-871;-91;0;0;-236;-1199;3422;350;596;-1691;-1500;-26;0;86;-289;-2473;949;-1;947;-22;0;925;0
COOPERATIVA DE CRÉDITO RURAL DO SEMIÁRIDO DA BAHIA LTDA. - SICOOB COOPERE;73398646;b3S;;I;2;VALENTE;BA;41061;3792;0;805;0;0;16;4613;-837;-237;0;0;-739;-1814;2799;222;544;-1273;-1871;-18;0;185;-222;-2432;367;-85;282;-14;0;268;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE NOVA SERRANA LTDA. - CREDINOVA;1667766;b3S;;I;2;NOVA SERRANA;MG;41061;3736;0;867;0;0;0;4602;-1435;0;0;0;-96;-1532;3070;1030;284;-1056;-1797;-17;0;325;-413;-1644;1426;-143;1283;-7;0;1276;-358
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARANÉSIA LTDA. - SICOOB RURALCREDI;24048910;b3S;;I;2;GUARANESIA;MG;41061;4246;0;306;0;0;25;4577;-702;-403;0;0;-2083;-3188;1390;229;233;-1195;-993;-19;0;103;-122;-1764;-374;3;-371;-38;-41;-450;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO OESTE DE MINAS GERAIS LTDA. - SICOOB CREDIOESTE;25420696;b3S;;I;2;ABAETE;MG;41061;3885;0;671;0;0;0;4556;-873;-444;0;0;-283;-1600;2956;354;401;-1735;-999;-34;0;44;-86;-2055;901;1;902;-26;0;876;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO DISTRITO FEDERAL LTDA.;692214;b3C;;I;2;BRASILIA;DF;41061;1187;0;3360;0;0;0;4547;-3945;0;0;0;174;-3771;775;5;0;-1924;-965;-11;2052;2677;-311;1523;2299;0;2298;0;0;2298;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA ZONA DA MATA MINEIRA E SUL DO ESPÍRITO SANTO - UNICRED SUDESTE;86389236;b3S;;I;2;UBA;MG;41061;3361;0;1151;0;0;0;4512;-1283;0;0;0;-415;-1699;2813;379;28;-1192;-1681;-10;0;0;-118;-2595;218;14;232;-6;0;227;-100
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO ESTADO DO RIO DE JANEIRO LTDA.;2000895;b3S;;I;2;RIO DE JANEIRO;RJ;41061;4240;0;189;0;0;0;4429;-579;-20;0;0;-4;-603;3826;16;37;-1204;-704;-8;0;222;-107;-1749;2077;0;2077;-16;0;2061;0
COOPERATIVA DE CRÉDITO RURAL DE PARÁ DE MINAS LTDA - SICOOB CREDIRURAL;25387713;b3S;;I;2;PARA DE MINAS;MG;41061;1861;0;2526;0;0;0;4387;-1817;-40;0;0;-89;-1946;2442;188;89;-980;-650;-13;0;23;-100;-1443;998;1;998;-32;0;966;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAPA LTDA. - SICOOB CREDIEMBRAPA;2338666;b3S;;I;2;BRASILIA;DF;41061;4080;0;306;0;0;0;4385;-874;-61;0;0;104;-831;3554;63;89;-951;-958;-8;105;0;-101;-1760;1794;23;1817;-2;0;1815;-700
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;;I;2;CRUZEIRO;SP;41061;4256;0;127;0;0;0;4383;0;0;0;0;-250;-250;4133;1;0;-239;-92;-27;0;3;0;-355;3779;1;3780;-1;-27;3752;-1790
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS JUIZES DO RIO GRANDE DO SUL - SICREDI AJURIS;3750034;b3S;;I;2;PORTO ALEGRE;RS;41061;2512;0;1822;0;0;0;4335;-2447;-35;0;0;-4;-2485;1849;178;13;-657;-216;-8;0;272;-305;-724;1125;1;1126;-34;0;1092;0
NOVO MUNDO CORRETORA DE CÂMBIO S.A.;8609934;n2;;I;2;SAO PAULO;SP;41061;0;0;0;0;4328;0;4328;0;0;0;0;0;0;4328;152;0;-1783;-1898;-220;0;93;-4;-3661;666;0;666;-269;0;397;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO PAJEÚ LTDA. - SICOOB CREDIPAJEÚ;3732359;b3S;;I;2;SAO JOSE DO EGITO;PE;41061;4232;0;93;0;0;0;4325;-400;-188;0;0;-584;-1173;3152;175;812;-1546;-1173;-24;0;20;-247;-1984;1167;-13;1154;-13;-15;1127;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL EM BRASÍLIA LTDA. - SICOOB EXECUTIVO;694877;b3S;;I;2;BRASILIA;DF;41061;4118;0;155;0;0;0;4273;-401;-481;0;0;-613;-1495;2778;184;195;-1481;-1246;-11;200;45;-56;-2170;608;3;611;-2;0;610;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED;51489318;b3S;;I;2;SAO PAULO;SP;41061;3053;0;1173;0;0;0;4226;-1618;0;0;0;-18;-1636;2590;1;23;-997;-1236;-6;0;5;0;-2209;381;0;381;-113;0;268;0
MÚLTIPLA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;5351887;n1;;I;2;FORTALEZA;CE;41061;4141;0;49;0;0;0;4190;-1452;-3;0;0;-554;-2009;2181;41;285;-743;-1890;-156;0;2;-70;-2531;-350;53;-297;-9;0;-306;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO DA UNIÃO E MPU EM MINAS GERAIS LTDA. - SICOOB COOPJUS;25363615;b3S;;I;2;BELO HORIZONTE;MG;41061;3148;0;1040;0;0;0;4188;-1176;0;0;0;-109;-1285;2903;0;0;-612;-442;-3;0;11;-49;-1096;1808;0;1808;0;0;1808;-782
COOPERATIVA DE CRÉDITO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE;25528753;b3S;;I;2;DIVINOPOLIS;MG;41061;3000;0;1178;0;0;0;4178;-1055;-56;0;0;-444;-1555;2623;372;466;-1284;-1145;-54;0;123;-212;-1733;890;26;916;-49;-22;844;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÃO DE PARACATU E REGIÃO NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIPARNOR;698609;b3S;;I;2;PARACATU;MG;41061;3660;0;511;0;0;0;4170;-437;-77;0;0;-220;-734;3436;188;275;-1295;-1073;-12;0;0;-49;-1966;1469;29;1498;-19;0;1479;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DOS VALES DO TAQUARI E RIO PARDO LTDA -UNICRED VALES DO TAQUARI E RIO PARDO;1635462;b3S;;I;2;LAJEADO;RS;41061;2816;0;1351;0;0;0;4167;-1853;0;0;0;-162;-2014;2153;39;50;-711;-632;0;0;0;-23;-1278;875;2;876;0;0;876;-786
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES SERRANAS E DO MÉDIO VALE DO PARAÍBA;71698674;b3S;;I;2;TAUBATE;SP;41061;2789;0;1372;0;0;0;4161;-1028;0;0;0;-146;-1174;2987;46;13;-1054;-954;-1;0;5;-74;-2020;967;21;989;-7;-23;959;-50
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO NORTE DO PARANÁ - SICOOB ALIANÇA;6174009;b3S;;I;2;APUCARANA;PR;41061;3592;0;540;0;0;0;4132;-979;0;0;0;-315;-1294;2838;485;447;-1075;-1383;-10;0;0;-140;-1676;1163;1;1164;0;-72;1091;-280
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ALPINÓPOLIS LTDA. - SICOOB CREDIALP;25353939;b3S;;I;2;ALPINOPOLIS;MG;41061;3836;0;278;0;0;10;4124;-502;-512;0;0;-600;-1614;2510;205;353;-1488;-956;-16;0;125;-176;-1954;556;-51;505;-11;0;494;0
TITULO CORRETORA DE VALORES S.A.;62169875;n2;;I;2;SAO PAULO;SP;41061;554;0;3562;2;0;0;4118;-240;0;0;0;0;-240;3878;612;2772;-2548;-3079;-499;0;53;-6;-2695;1183;0;1183;-460;0;723;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES SUDOESTE, SUL E OESTE DE GOIÁS;3047549;b3S;;I;2;RIO VERDE;GO;41061;3019;0;1086;0;0;0;4105;-1150;0;0;0;-562;-1712;2392;193;130;-954;-1421;-22;0;16;-160;-2218;174;4;178;-9;0;169;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;;I;2;BARRA BONITA;SP;41061;3405;0;677;0;0;0;4081;0;0;0;0;-25;-25;4056;29;0;-794;-381;-36;0;2;0;-1181;2875;-93;2783;-259;0;2524;-1740
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO, MINISTÉRIO PÚBLICO E ENSINO SUPERIOR - SICOOB JUDICIÁRIO;37076205;b3S;;I;2;BRASILIA;DF;41061;3746;0;329;0;0;0;4075;-1053;-62;0;0;-262;-1377;2698;54;101;-1361;-1392;-8;216;7;-80;-2464;234;15;249;1;0;248;0
