Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DE MATO GROSSO - SICREDI SUL MT;26549311;b3S;;I;2;RONDONOPOLIS;MT;42156;36239;0;8131;19;0;0;44389;-8018;-10546;0;0;-11993;-30557;13832;4930;1961;-7817;-5321;-135;0;3501;-4430;-7312;6520;-42;6478;-738;0;5741;0
CARUANA SCFI - PRUDENCIAL;1000083591;n1;;I;2;SAO PAULO;SP;42156;41320;0;2622;0;3;0;43945;-24408;0;0;0;-10724;-35132;8812;4785;0;-2415;-8528;-1292;0;99;-373;-7724;1089;-4;1085;-206;0;879;0
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;;I;2;GOIANIA;GO;42156;1129;0;42676;0;0;0;43805;-42879;0;0;0;3;-42876;928;0;0;-3905;14472;0;675;111;-11604;-251;678;0;678;0;0;678;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS REGIÃO DAS CULTURAS - SICREDI DAS CULTURAS RS;90729369;b3S;;I;2;IJUI;RS;42156;33531;0;10057;0;0;207;43795;-9136;-3447;0;0;-2629;-15213;28583;6565;1990;-12043;-7141;-154;0;3148;-4992;-12626;15956;20;15977;-1088;0;14888;0
COOPERATIVA DE CRÉDITO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;;I;2;PORTO ALEGRE;RS;42156;25363;0;18046;0;0;0;43409;-17167;-465;0;0;-8485;-26116;17293;5564;2376;-11298;-7579;-309;0;2850;-7161;-15557;1736;7;1743;-797;0;946;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71884498;b3S;;I;2;CAMPINAS;SP;42156;28986;0;14143;0;0;0;43129;-19577;0;0;0;-1692;-21268;21860;567;225;-3602;-3635;-3;0;40;-1945;-8353;13507;0;13508;-32;-400;13076;0
UNICRED CEARÁ CENTRO NORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS OU MICROEMPREENDEDORES DA REGIÃO CENTRO NORTE DO CEARÁ LTDA.;72257793;b3S;;I;2;FORTALEZA;CE;42156;29834;0;13052;0;0;0;42886;-17209;0;0;0;-8752;-25960;16926;468;1566;-6512;-3210;-271;0;696;-2070;-9332;7594;-6;7587;-2;0;7585;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRAIARAS - SICREDI IBIRAIARAS - RS;89990501;b3S;;I;2;IBIRAIARAS;RS;42156;26803;0;15862;0;0;11;42676;-16128;-2636;0;0;-679;-19443;23232;5426;1115;-7789;-4516;-110;0;2231;-3840;-7482;15750;-25;15726;-933;0;14793;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;;I;2;SANTA MARIA DE JETIBA;ES;42156;39251;0;3398;0;0;0;42649;-9167;-3484;0;0;-12251;-24903;17747;1908;2368;-6235;-5692;-136;0;1814;-726;-6699;11048;-24;11024;-247;-494;10283;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;;I;2;PIMENTA BUENO;RO;42156;33086;0;7436;0;0;108;40630;-8821;-2417;0;0;-3097;-14335;26295;3229;1140;-10266;-9433;-146;0;208;-499;-15767;10528;-18;10510;-73;0;10437;-2782
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;;I;2;AGUDO;RS;42156;26547;0;13911;0;0;22;40481;-13919;-2277;0;0;-3435;-19631;20850;5370;1515;-7780;-4904;-149;0;2138;-3607;-7418;13432;1;13433;-1003;0;12430;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO LTDA   UNICRED CENTRAL SP;73085573;b3C;;I;2;SAO PAULO;SP;42156;612;0;39619;0;0;0;40232;-39063;0;0;0;146;-38916;1315;58;0;-2996;-1236;-16;0;2577;-10;-1622;-307;352;45;0;0;45;0
BCO GERADOR S.A. - PRUDENCIAL;1000081809;b1;;C;2;RECIFE;PE;42156;31332;0;3099;5715;0;0;40147;-13344;-7092;0;0;-7389;-27825;12322;395;1065;-3044;-25216;-249;0;73;-234;-27211;-14890;0;-14890;5974;0;-8915;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;;I;2;GUAXUPE;MG;42156;27659;0;12342;0;0;0;40001;-11831;-3335;0;0;-4386;-19552;20449;2239;2761;-8902;-7157;-179;0;7129;-774;-4883;15566;-3;15563;-462;0;15101;-1352
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;;I;2;SAO PAULO;SP;42156;753;0;39032;0;0;0;39784;-37757;0;0;0;170;-37586;2198;129;0;-7702;-2910;-50;3290;10931;-181;3506;5704;0;5704;-24;-170;5510;0
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;;I;2;CAXIAS DO SUL;RS;42156;37812;0;1774;0;0;0;39586;-2464;-9541;0;0;-9526;-21531;18054;351;451;-5917;-2089;-1404;0;2021;-6954;-13541;4513;-302;4211;-1771;0;2440;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;;I;2;MANDAGUARI;PR;42156;29739;0;9700;0;0;5;39444;-10449;-2107;0;0;-6271;-18828;20616;5684;2649;-9000;-9068;-137;0;2274;-7389;-14986;5630;-781;4849;-681;0;4168;0
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42156;16671;0;17855;857;3926;0;39309;-10815;-16585;0;0;-47539;-74939;-35629;322;264;-8565;-7568;-1257;0;84;-18;-16737;-52366;0;-52366;0;0;-52366;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO IGUAÇU - SICREDI IGUAÇU PR/SC/SP;84974278;b3S;;I;2;SAO JOAO;PR;42156;30409;0;7933;4;0;100;38446;-8604;-2508;0;0;-9472;-20584;17862;5354;1498;-9034;-5968;-145;0;1768;-5205;-11732;6130;11;6141;-723;0;5418;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS BOTUCARAÍ - SICREDI BOTUCARAÍ RS;87900601;b3S;;I;2;SOLEDADE;RS;42156;28794;0;9496;0;0;44;38333;-10955;-2862;0;0;-3570;-17388;20946;5310;1216;-8152;-5181;-106;0;1844;-4266;-9334;11612;-123;11489;-846;0;10643;0
B & T ASSOCIADOS CC LTDA. - PRUDENCIAL;1000081995;n2;;I;2;RIO DE JANEIRO;RJ;42156;0;0;821;0;36014;0;36835;0;0;0;0;-17;-17;36818;3348;0;-3971;-30023;-2082;796;112;-84;-31904;4915;-13;4902;-1380;-7;3515;-330
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;;I;2;CAXIAS DO SUL;RS;42156;27030;0;9330;0;0;0;36360;-16822;-36;0;0;-2113;-18971;17389;1104;684;-5587;-4793;-23;0;2;-198;-8812;8577;3;8579;-24;-540;8015;-1697
BEXS - PRUDENCIAL;1000080862;b2;;C;2;SAO PAULO;SP;42156;0;0;483;0;35786;0;36270;0;0;0;0;8;8;36278;93;0;-4863;-21877;-1759;0;60;-183;-28530;7748;94;7842;-2883;-284;4676;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - SICREDI RIO;72128440;b3S;;I;2;RIO DE JANEIRO;RJ;42156;29426;0;6284;0;0;0;35710;-14175;-34;0;0;-3858;-18066;17644;1253;373;-8854;-6285;-43;0;661;-4560;-17455;189;71;260;0;0;260;0
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;;C;2;PORTO ALEGRE;RS;42156;28108;0;6958;0;389;0;35455;-19305;0;0;0;-9248;-28553;6902;7810;310;-6601;-27393;-1962;0;15057;-1154;-13933;-7031;0;-7031;-12967;0;-19998;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARQUE DAS ARAUCÁRIAS PR/SC - SICREDI PARQUE DAS ARAUCÁRIAS PR/SC;82065285;b3S;;I;2;MARIOPOLIS;PR;42156;27892;0;7421;0;0;10;35324;-9272;-1966;0;0;-6779;-18017;17306;4078;1977;-9147;-7153;-101;0;1723;-4740;-13365;3942;-5;3937;-479;0;3457;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ, DO LITORAL DE SANTA CATARINA E LITORAL SUL DO PARANÁ - SICOOB BLUCREDI SUL;3960819;b3S;;I;2;GUARATUBA;PR;42156;30941;0;3933;0;0;0;34875;-14634;-1169;0;0;-15755;-31559;3316;3080;3807;-13378;-12561;-222;5;29;-2843;-22083;-18767;142;-18624;-260;0;-18884;0
SANTINVEST - PRUDENCIAL;1000080446;n1;;C;2;FLORIANOPOLIS;SC;42156;30446;0;4419;0;0;0;34865;-15262;0;0;0;-12236;-27498;7367;0;10;-3270;-1827;-901;0;94;-55;-5949;1418;1;1417;-564;-151;702;0
BANIF - PRUDENCIAL;1000080130;b1;;C;3;SAO PAULO;SP;42156;21907;0;7227;-5653;11347;0;34830;-58137;-10;0;0;17057;-41090;-6260;1011;134;-16331;-21070;-2727;1085;20018;-20655;-38535;-44795;-2628;-47423;-1290;-20;-48734;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;;I;2;VILHENA;RO;42156;28498;0;6069;0;0;0;34567;-6005;-2653;0;0;-4061;-12720;21848;438;1196;-4365;-3882;-39;0;1788;-410;-5275;16573;-5;16568;-43;0;16525;-3244
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB - CREDIAUC/SC;78840071;b3S;;I;2;CONCORDIA;SC;42156;18853;0;15626;0;0;0;34479;-15792;-1294;0;0;-1024;-18110;16369;2154;754;-5110;-4544;-114;0;420;-524;-6965;9404;55;9460;-370;0;9089;-977
COOPERATIVA   DE   CRÉDITO   DE  LIVRE  ADMISSÃO  DE  ASSOCIADOS DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;;I;2;SANTA CRUZ DO SUL;RS;42156;24401;0;10011;0;0;0;34413;-12161;-1234;0;0;-2525;-15921;18492;4442;1792;-9097;-4872;-107;0;3175;-3858;-8525;9967;2;9969;-894;0;9075;0
COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO ALIANÇA DAS REGIOES COSTA OESTE PARANAENSE E NORTE PAULISTA - SICREDI ALIANÇA PR/SP;79052122;b3S;;I;2;MARECHAL CANDIDO RONDON;PR;42156;26314;0;7992;0;0;2;34307;-7111;-2109;0;0;-6869;-16089;18218;5474;1324;-9229;-7011;-154;0;1897;-3638;-11338;6881;-25;6856;-767;0;6089;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO;89468565;b3S;;I;2;SARANDI;RS;42156;24881;0;8860;0;0;144;33885;-10401;-2402;0;0;-5514;-18317;15569;4069;1660;-7946;-5534;-88;0;2393;-5290;-10735;4833;-74;4759;-573;0;4186;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO - SICREDI NOROESTE MT;33022690;b3S;;I;2;ARAPUTANGA;MT;42156;28446;0;4488;0;0;0;32933;-4061;-4247;0;0;-7334;-15641;17292;4761;1834;-7596;-6244;-147;0;2017;-4423;-9798;7494;-151;7343;-611;0;6732;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;b3S;;I;2;CACHOEIRA DO SUL;RS;42156;24808;0;7919;0;0;4;32730;-9370;-3712;0;0;-6005;-19088;13642;4019;1336;-7980;-6164;-108;0;1797;-4775;-11875;1768;305;2073;-474;0;1599;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;;I;2;MARAU;RS;42156;19739;0;12883;0;0;24;32646;-11686;-1801;0;0;-3416;-16903;15744;4148;1376;-8482;-4815;-99;0;2406;-3261;-8727;7016;519;7536;-885;0;6650;0
BPN BRASIL BM S.A. - PRUDENCIAL;1000081490;b1;;I;3;SAO PAULO;SP;42156;14655;0;4260;10308;3316;0;32538;-4149;-20590;0;0;-646;-25385;7153;531;245;-4520;-4747;-348;0;262;-3321;-11898;-4745;2310;-2435;0;0;-2435;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIÃO MATO GROSSO DO SUL - SICREDI UNIÃO MS;24654881;b3S;;I;2;CAMPO GRANDE;MS;42156;25502;0;6917;0;0;0;32419;-8723;-598;0;0;-6844;-16164;16255;4696;2159;-7937;-6354;-113;0;1818;-4139;-9870;6385;9877;16263;-579;0;15684;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO - SICREDI CELEIRO RS/SC;88099247;b3S;;I;2;CAMPO NOVO;RS;42156;28050;0;4277;0;0;80;32408;-8912;-1947;0;0;-4007;-14866;17542;3175;1084;-6628;-4760;-76;0;1364;-4758;-10599;6943;-273;6670;-456;0;6214;0
NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL;1000081768;b1;;I;3;PORTO ALEGRE;RS;42156;17504;2218;2383;385;9722;0;32212;-10503;-11761;-1427;0;-6691;-30382;1830;58;406;-8284;-3583;-493;0;1417;-508;-10986;-9156;276;-8880;3699;0;-5181;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS INTEGRAÇÃO ROTA DAS TERRAS - SICREDI INTEGRAÇÃO ROTA DAS TERRAS RS;87510475;b3S;;I;2;TAPERA;RS;42156;24678;0;7019;0;0;114;31810;-7872;-3390;0;0;-1957;-13219;18591;4053;839;-6190;-2317;-103;0;1531;-3871;-6058;12533;16;12549;-611;0;11939;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO MÉDIO DO RIO GRANDE DO SUL - SICREDI PLANALTO MÉDIO RS;87781530;b3S;;I;2;PASSO FUNDO;RS;42156;24950;0;6621;0;0;7;31578;-9013;-2457;0;0;-5423;-16893;14685;4249;1494;-7158;-5114;-94;0;2137;-3703;-8189;6496;4;6500;-459;0;6041;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO JAGUARI - SICREDI VALE DO JAGUARI RS;87780284;b3S;;I;2;SANTIAGO;RS;42156;24507;0;6727;0;0;1;31235;-6154;-3299;0;0;2456;-6997;24238;3633;944;-5171;-3902;-117;0;1582;-3165;-6195;18043;6;18049;-740;0;17309;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES METROPOLITANAS DA BAIXADA SANTISTA E GRANDE SÃO PAULO LTDA. - UNICRED METROPOLITANA;259231;b3S;;I;2;SANTOS;SP;42156;22567;0;8561;0;0;0;31128;-13048;0;0;0;-5154;-18201;12927;1259;322;-5184;-5802;-164;0;463;-934;-10040;2886;13;2899;-12;0;2887;-1784
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, EMPRESÁRIOS E PROFESSORES DO OESTE E SERRA LTDA - UNICRED OESTE E SERRA;1039011;b3S;;I;2;CHAPECO;SC;42156;25082;0;5948;0;0;0;31030;-14493;0;0;0;-3408;-17901;13129;1934;672;-5314;-6134;-46;0;222;-207;-8873;4257;-8;4249;-106;0;4143;-2602
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DA REGIÃO SUL CATARINENSE LTDA - UNICRED SUL CATARINENSE;75847;b3S;;I;2;CRICIUMA;SC;42156;24863;0;5906;0;0;0;30769;-13791;0;0;0;-1433;-15224;15545;1945;700;-4237;-6278;-42;0;234;-196;-7874;7672;171;7843;-106;0;7736;-3104
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;;I;2;GOIANIA;GO;42156;22032;0;8699;0;0;0;30731;-11007;-12;0;0;-3588;-14607;16125;865;903;-5142;-2886;-61;0;997;-415;-5740;10385;124;10508;-206;0;10302;0
JBCRED S.A. SCME - PRUDENCIAL;1000083137;n1;;I;2;SAO PAULO;SP;42156;28995;0;1719;0;0;0;30714;0;0;0;0;-6989;-6989;23726;0;0;-3960;-6954;-1342;0;0;-120;-12375;11350;0;11350;-3039;0;8312;-1972
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;;I;2;SANTO ANTONIO DA PLATINA;PR;42156;25386;0;5317;0;0;0;30703;-6635;-2268;0;0;-5093;-13996;16707;3978;1357;-8392;-7021;-131;0;1148;-5263;-14323;2384;316;2700;-560;0;2140;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE;3566655;b3S;;I;2;SAO GABRIEL DO OESTE;MS;42156;24451;0;5874;0;0;0;30324;-4981;-11394;0;0;-2991;-19365;10959;3936;1644;-7293;-5344;-91;0;9168;-3797;-1777;9181;-158;9023;-441;0;8583;0
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;;C;2;DOIS IRMAOS;RS;42156;26744;0;3230;0;0;0;29975;-3794;0;0;0;-8780;-12574;17401;25450;0;-6395;-8483;-1113;0;284;-10716;-972;16428;325;16753;-5146;0;11607;-1703
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;;I;2;PINHALZINHO;SC;42156;21527;0;8389;0;0;0;29916;-12652;-1316;0;0;-3400;-17367;12548;986;739;-3372;-2341;-78;0;302;-168;-3931;8617;-7;8610;-185;0;8425;-2120
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA – UNICRED BLUMENAU;73443863;b3S;;I;2;BLUMENAU;SC;42156;22523;0;7158;0;0;0;29681;-15065;0;0;0;-823;-15888;13792;1754;710;-5207;-6320;-32;0;369;-523;-9249;4544;-19;4524;-60;0;4464;-1920
AGORACRED S/A SCFI - PRUDENCIAL;1000083618;n1;;I;2;VITORIA;ES;42156;29420;0;194;0;0;0;29614;-3574;-22;0;0;-11080;-14675;14939;0;85;-2091;-5367;-1226;0;81;-1783;-10301;4637;246;4883;-1636;0;3247;0
BANCO RIBEIRÃO PRETO - PRUDENCIAL;1000084349;b1;;I;2;RIBEIRAO PRETO;SP;42156;25677;0;3687;187;0;0;29550;-12739;-1991;0;0;-97;-14827;14724;207;127;-3757;-2512;-734;1;9;0;-6660;8064;-75;7989;-1923;-954;5113;-2059
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;;I;3;SAO PAULO;SP;42156;5041;0;21703;0;2096;0;28840;-18448;-949;0;0;-3;-19400;9440;74;6;-2158;-1996;-455;0;2;-15;-4541;4900;1;4901;-2026;-82;2793;0
WESTERN UNION - PRUDENCIAL;1000080886;b1;;C;3;SAO PAULO;SP;42156;0;0;2064;-3155;29913;0;28822;0;0;0;0;3;3;28825;24280;0;-14099;-20626;-3564;0;563;-12029;-25475;3350;35;3385;-916;0;2469;0
BANCO AZTECA DO BRASIL S.A. - PRUDENCIAL;1000081524;b1;;I;3;RECIFE;PE;42156;26190;0;2181;0;297;0;28668;-5361;0;0;0;-9012;-14373;14295;203;0;-1417;-15802;-1113;0;2335;-1499;-17294;-2999;-96;-3095;0;0;-3095;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;42156;25055;0;3581;0;0;0;28636;-10192;-392;0;0;-3611;-14194;14442;1302;1407;-4354;-4433;-68;0;450;-306;-6002;8440;-196;8244;-91;-208;7945;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;;I;2;TURVO;SC;42156;16449;0;12147;0;0;0;28596;-9997;-1759;0;0;-1439;-13194;15402;1283;3179;-4030;-4733;-84;0;78;-854;-5161;10241;-35;10206;-51;0;10155;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO NOSSA TERRA   SICREDI NOSSA TERRA PR/SP;81192106;b3S;;I;2;CAFELANDIA;PR;42156;16925;0;11486;0;0;11;28422;-10533;-2836;0;0;-4323;-17692;10730;3803;813;-5950;-5283;-110;0;1305;-2568;-7989;2741;44;2784;-588;0;2197;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO CENTRO SUL DO PARANÁ - SICREDI CENTRO SUL PR/SC;78907607;b3S;;I;2;PRUDENTOPOLIS;PR;42156;22882;0;4871;0;0;6;27759;-5587;-2083;0;0;-5864;-13535;14224;4068;1399;-6713;-6273;-100;0;1099;-3886;-10406;3818;13;3831;-433;0;3398;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;;I;2;CURITIBA;PR;42156;24420;0;2907;0;0;0;27328;-10634;-537;0;0;-1285;-12456;14872;2453;1307;-7703;-6313;-104;0;3;-1308;-11665;3206;-1;3205;-180;0;3026;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;;I;2;CAMPO GRANDE;MS;42156;22705;0;4213;0;0;0;26918;-5736;-992;0;0;-10925;-17652;9266;3535;1527;-6208;-4640;-106;0;1308;-3430;-8015;1250;8;1259;-521;0;738;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95213211;b3S;;I;2;ROLANTE;RS;42156;22579;0;4144;0;0;0;26723;-8635;-919;0;0;-5065;-14620;12103;3182;1647;-5876;-6274;-110;0;1101;-4839;-11170;933;8;941;-331;0;610;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;;I;2;CUNHA PORA;SC;42156;14894;0;11677;0;0;0;26571;-12779;-832;0;0;-250;-13860;12711;1721;417;-2894;-2896;-87;0;183;-559;-4116;8595;-26;8569;-197;0;8373;-1088
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROF. DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS MICRORREGIÕES DE AMERICANA, PIRACICABA E BOTUCATU - UNICRED BANDEIRANTE;3055269;b3S;;I;2;AMERICANA;SP;42156;23015;0;3061;0;0;0;26077;-12010;-595;0;0;-29;-12635;13442;981;197;-5718;-6231;0;0;5;-1259;-12024;1418;4;1421;-10;0;1411;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;;I;2;RIO DE JANEIRO;RJ;42156;216;0;25598;0;0;0;25814;-25154;0;0;0;1;-25155;659;1;3;-1752;-855;-9;0;3098;0;485;1143;0;1143;0;0;1143;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO BRASIL CENTRAL;4243780;b3C;;I;2;GOIANIA;GO;42156;208;0;25448;0;0;0;25656;-25448;0;0;0;-2;-25450;206;426;0;-2901;-1057;-8;68;4112;-8;633;839;-7;833;0;0;833;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR, DOS SERVIDORES PÚBLICOS FEDERAIS E DOS EMPRESÁRIOS DO ESTADO DE ALAGOAS - UNICRED ALAGOAS;41180092;b3S;;I;2;MACEIO;AL;42156;17093;0;8324;0;0;0;25417;-9009;0;0;0;-1910;-10919;14498;368;559;-3687;-2243;-22;0;858;-1298;-5464;9034;7;9041;0;-240;8801;-2700
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;42156;8089;0;17169;0;0;0;25257;-15552;-7885;0;0;807;-22630;2627;3240;0;-2375;-1408;-59;0;2838;-4311;-2074;553;-7;546;0;0;546;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE - SICREDI OESTE PR;76059997;b3S;;I;2;TOLEDO;PR;42156;20212;0;5025;0;0;4;25241;-5872;-2189;0;0;-4189;-12250;12991;3679;1104;-6880;-5100;-100;0;1500;-3375;-9171;3819;-169;3650;-426;0;3224;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARANAPANEMA - SICREDI PARANAPANEMA PR/SP;79086997;b3S;;I;2;CAMBARA;PR;42156;19773;0;5408;0;0;16;25197;-5585;-2347;0;0;-5682;-13614;11583;4340;1704;-8035;-7508;-303;0;1526;-6158;-14433;-2850;5;-2845;-537;0;-3382;0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA, AGROPECUARISTAS E EMPRESÁRIOS DA REGIÃO DE PIRACICABA;54401286;b3S;;I;2;PIRACICABA;SP;42156;13206;0;11955;0;0;0;25160;-9876;-2126;0;0;-1990;-13992;11168;291;478;-3673;-2468;-23;0;704;-104;-4796;6372;-4;6368;-41;0;6327;0
