Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;;I;2;GOIANIA;GO;41609;14221;0;6443;0;0;0;20664;-5621;0;0;0;-1654;-7275;13389;462;1122;-3594;-2365;-31;0;405;-518;-4519;8870;200;9070;-56;0;9015;-6763
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO JAGUARI - SICREDI VALE DO JAGUARI RS;87780284;b3S;;I;2;SANTIAGO;RS;41609;15825;0;4704;0;0;0;20529;-3918;-2053;0;0;-3026;-8998;11532;2836;778;-4389;-2860;-79;0;1068;-2750;-5395;6136;51;6187;-448;0;5739;-2697
SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5503849;n1;;I;2;SAO PAULO;SP;41609;19827;0;508;0;0;0;20335;-5971;0;0;0;-4136;-10106;10229;6011;0;-679;-7967;-1230;0;29;-556;-4393;5836;-352;5484;-1767;-63;3654;-792
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PESTANENSE - SICREDI AUGUSTO PESTANA RS;90729369;b3S;;I;2;AUGUSTO PESTANA;RS;41609;15691;0;4597;0;0;2;20290;-3730;-1484;0;0;-2409;-7624;12666;3371;1105;-6747;-3756;-75;0;2523;-4240;-7819;4847;-23;4823;-303;0;4520;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DA REGIÃO SUL CATARINENSE LTDA - UNICRED SUL CATARINENSE;75847;b3S;;I;2;CRICIUMA;SC;41609;16705;0;2877;0;0;0;19582;-7645;0;0;0;-894;-8539;11043;1212;467;-4309;-3928;-25;0;101;-176;-6659;4384;-117;4267;-26;0;4241;-1585
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO COSTA OESTE - SICREDI COSTA OESTE PR;79052122;b3S;;I;2;MARECHAL CANDIDO RONDON;PR;41609;14589;0;4956;0;0;4;19549;-3317;-1042;0;0;-1012;-5371;14178;3919;1049;-5422;-3744;-99;0;906;-2843;-6234;7945;-108;7837;-327;0;7510;-2032
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;;I;2;TURVO;SC;41609;12329;0;6975;0;0;0;19305;-5219;-1357;0;0;-1128;-7704;11601;885;1943;-3329;-4018;-134;0;30;-389;-5012;6589;-25;6564;0;0;6564;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA.;73443863;b3S;;I;2;BLUMENAU;SC;41609;15038;0;4159;0;0;0;19196;-8381;0;0;0;-981;-9362;9834;936;435;-4430;-4562;-35;0;56;-360;-7959;1875;-12;1863;-24;0;1839;-1360
BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;997185;b1;;I;2;SAO PAULO;SP;41609;0;0;19101;0;86;0;19188;-11534;0;0;0;0;-11534;7654;79;5005;0;-6282;-845;0;3;-11;-2051;5603;0;5603;-1141;0;4462;-2750
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU   SICOOB   PINHALZINHO/SC.;81014060;b3S;;I;2;PINHALZINHO;SC;41609;14336;0;4737;0;0;0;19073;-6854;-853;0;0;-366;-8074;10999;482;673;-2896;-1754;-43;0;278;-435;-3695;7304;-11;7293;-61;0;7232;-1239
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE;3566655;b3S;;I;2;SAO GABRIEL DO OESTE;MS;41609;15770;0;3181;0;0;0;18951;-2667;-2024;0;0;-2950;-7642;11309;3371;1494;-5141;-4149;-85;0;936;-3364;-6939;4370;-63;4306;-322;0;3985;0
BRASIL PLURAL;51839;b1;;C;2;RIO DE JANEIRO;RJ;41609;1243;0;16253;788;662;0;18945;-19970;0;0;0;0;-19970;-1025;15056;77;-10470;-6151;-1828;0;131;-358;-3543;-4568;0;-4568;1259;-6474;-9782;0
AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36321990;n1;;I;2;VITORIA;ES;41609;18762;0;15;0;0;0;18777;-2693;-12;0;0;-9543;-12249;6529;2285;0;-937;-4523;-965;0;0;-122;-4262;2267;-3;2264;-3550;0;-1286;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR, DOS SERVIDORES PÚBLICOS FEDERAIS E DOS EMPRESÁRIOS DO ESTADO DE ALAGOAS - UNICRED ALAGOAS;41180092;b3S;;I;2;MACEIO;AL;41609;14953;0;3816;0;0;0;18770;-5022;0;0;0;-1345;-6366;12403;498;564;-3599;-2108;-29;0;588;-1167;-5253;7150;61;7211;0;-175;7036;-3912
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO - SICREDI NOROESTE MT;33022690;b3S;;I;2;ARAPUTANGA;MT;41609;16039;0;2649;0;0;0;18688;-1624;-2827;0;0;-1243;-5695;12993;3346;1663;-5790;-4806;-100;0;731;-3553;-8508;4485;-14;4471;-274;0;4196;-822
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIÃO MATO GROSSO DO SUL - SICREDI UNIÃO MS;24654881;b3S;;I;2;CAMPO GRANDE;MS;41609;16644;0;2006;0;0;0;18649;-2977;-267;0;0;-2770;-6013;12636;3194;1375;-4838;-4014;-77;0;807;-2907;-6459;6177;7;6184;-296;0;5888;-1581
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE - SICREDI OESTE PR;76059997;b3S;;I;2;TOLEDO;PR;41609;16233;0;2380;0;0;1;18614;-2837;-1341;0;0;-2909;-7088;11527;3441;813;-3867;-3598;-85;0;840;-4590;-7045;4482;39;4520;-359;0;4162;-1554
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA.;33370115;b3S;;I;2;RIO DE JANEIRO;RJ;41609;10222;0;8267;0;0;0;18489;-9509;0;0;0;-61;-9570;8919;302;49;-5289;-2002;-40;0;139;-907;-7748;1172;3;1174;-65;0;1109;-363
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95213211;b3S;;I;2;ROLANTE;RS;41609;16325;0;2060;0;0;0;18385;-4560;-520;0;0;-2203;-7282;11103;2832;1465;-5356;-5602;-129;0;822;-3123;-9092;2011;243;2254;-112;0;2141;-1681
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;;I;2;PRIMAVERA DO LESTE;MT;41609;15971;0;2213;0;0;0;18185;-6597;-16;0;0;-2902;-9515;8670;198;128;-2909;-1310;-15;0;0;-96;-4003;4666;61;4727;0;0;4727;-149
BANCO DA CHINA BRASIL S.A.;10690848;b1;;I;3;SAO PAULO;SP;41609;10198;0;4894;0;3059;0;18151;-5091;-607;0;0;-19605;-25302;-7152;456;5;-7310;-6964;-602;0;331;-49;-14133;-21285;34;-21251;7842;0;-13409;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NOSSA TERRA - SICREDI NOSSA TERRA;81192106;b3S;;I;2;CAFELANDIA;PR;41609;13797;0;4290;0;0;17;18104;-3423;-1755;0;0;-3649;-8827;9278;2795;663;-3236;-3142;-78;0;684;-3068;-5383;3895;-14;3881;-364;0;3517;-1608
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROF. DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS MICRORREGIÕES DE AMERICANA, PIRACICABA E BOTUCATU - UNICRED BANDEIRANTE;3055269;b3S;;I;2;AMERICANA;SP;41609;16172;0;1780;0;0;0;17952;-6771;0;0;0;-977;-7748;10204;1288;117;-4586;-4416;0;0;14;-948;-8532;1672;0;1672;0;0;1672;-1259
COOPERATIVA DE CRÉDITO RURAL E DOS PEQUENOS EMPREENDEDORES DO VALE DO MOGI GUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;;I;2;DESCALVADO;SP;41609;14977;0;2759;0;0;0;17736;-4053;-707;0;0;-6594;-11354;6381;494;441;-4322;-3175;-37;0;37;-255;-6816;-434;771;336;-43;-31;262;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PLANALTO DAS ARAUCÁRIAS - SICREDI PLANALTO DAS ARAUCÁRIAS PR/SC;81054686;b3S;;I;2;LAPA;PR;41609;14720;0;2866;0;0;0;17586;-3508;-1057;0;0;-2473;-7038;10548;2262;1499;-4891;-4444;-79;0;620;-2929;-7963;2585;114;2699;-208;0;2491;0
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIÃO DE PIRACICABA;54401286;b3S;;I;2;PIRACICABA;SP;41609;8514;0;8773;0;0;0;17287;-6025;-1639;0;0;-8689;-16352;935;102;318;-2461;-1591;-18;0;1390;-1529;-3789;-2855;118;-2736;-25;0;-2761;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;;I;2;CAMPO GRANDE;MS;41609;14752;0;2521;0;0;0;17273;-3205;-641;0;0;-2268;-6114;11159;2959;936;-4979;-3853;-71;0;721;-3022;-7310;3849;6;3855;-124;0;3731;-1616
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;;I;2;SAO PAULO;SP;41609;16395;0;815;0;0;0;17211;-5654;0;0;0;-2142;-7795;9416;3485;0;-2098;-8256;-772;0;94;-132;-7679;1737;0;1737;166;0;1903;-2270
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DO PARANÁ - SICREDI CENTRO SUL PR/SC;78907607;b3S;;I;2;PRUDENTOPOLIS;PR;41609;14395;0;2766;0;0;1;17162;-2916;-1164;0;0;-3473;-7553;9609;2983;1275;-4855;-3935;-89;0;505;-2756;-6872;2737;208;2945;-310;0;2634;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;;I;2;RIO DE JANEIRO;RJ;41609;0;0;17013;0;0;0;17013;-17013;0;0;0;0;-17013;0;0;0;-1238;-768;-6;0;2105;0;92;92;0;92;0;0;92;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE BAGÉ   SICREDI FRONTEIRA SUL RS;88530142;b3S;;I;2;BAGE;RS;41609;13246;0;3132;0;0;0;16378;-3252;-1415;0;0;-2290;-6957;9421;2360;616;-5038;-3676;-73;0;1061;-2918;-7667;1754;7;1761;-241;0;1520;-1961
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;;I;2;CUNHA PORA;SC;41609;10281;0;6084;0;0;0;16365;-6482;-654;0;0;557;-6579;9786;984;293;-2316;-2417;-51;0;185;-656;-3979;5807;46;5853;-171;0;5682;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ESPUMOSO - SICREDI ESPUMOSO RS;87900411;b3S;;I;2;ESPUMOSO;RS;41609;11620;0;4478;0;0;1;16098;-3694;-1565;0;0;-2863;-8122;7977;2313;535;-3834;-1158;-49;0;608;-1668;-3253;4724;-6;4717;-250;0;4467;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO BRASIL CENTRAL;4243780;b3C;;I;2;GOIANIA;GO;41609;76;0;16017;0;0;0;16093;-16017;0;0;0;-38;-16055;38;1609;0;-1401;1495;0;0;74;-63;1715;1753;131;1884;0;0;1884;0
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;;I;1;RIO DE JANEIRO;RJ;41609;3303;0;12674;0;0;0;15977;0;-1095;0;0;-3251;-4346;11632;4792;0;-10451;-3154;-1033;0;77;-352;-10121;1510;-2;1509;0;0;1509;-1879
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;41609;14347;0;1623;0;0;0;15970;-4657;-81;0;0;-431;-5169;10800;1013;835;-3487;-3822;-55;0;147;-355;-5724;5077;9;5086;-79;0;5007;-1733
BANCO CEDULA S.A.;33132044;b1;;I;2;RIO DE JANEIRO;RJ;41609;10415;1205;3739;404;0;0;15763;-4943;0;-307;0;-1054;-6305;9458;0;149;-1879;-3609;-3625;0;104;-688;-9549;-92;2665;2573;-1768;0;805;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA   SICOOB/SC CREDIJA;85291086;b3S;;I;2;JACINTO MACHADO;SC;41609;11690;0;3986;0;0;0;15676;-4977;-460;0;0;-407;-5844;9832;1020;686;-3327;-3473;-57;25;42;-436;-5520;4313;-95;4218;-82;0;4136;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER;46642294;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;41609;14491;0;1174;0;0;0;15665;-385;0;0;0;-678;-1064;14601;12;0;-502;-733;-62;0;235;-93;-1144;13457;1;13458;0;0;13458;-12117
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC;81016131;b3S;;I;2;VIDEIRA;SC;41609;11656;0;4004;0;0;0;15660;-5065;-651;0;0;-296;-6012;9648;1149;482;-3010;-1999;-36;0;8;-458;-3864;5784;38;5822;-96;0;5726;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR E OUTROS SEGMENTOS DE CRÉDITO DO ESTADO DE MINAS GERAIS LTDA - UNICRED CENTRAL (MG);184068;b3C;;I;2;BELO HORIZONTE;MG;41609;0;0;15650;0;0;0;15650;-14688;0;0;0;481;-14206;1443;0;0;-2085;71;1;0;2421;-1848;-1441;2;11;13;-4;0;10;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO JACUÍ - SICREDI ALTO JACUÍ RS;87779625;b3S;;I;2;NAO-ME-TOQUE;RS;41609;9984;0;5591;0;0;1;15576;-4429;-1177;0;0;-2438;-8044;7531;2731;1084;-4139;-2451;-69;0;1002;-2421;-4263;3268;3;3271;-285;0;2986;-659
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;;I;2;QUIRINOPOLIS;GO;41609;13738;0;1830;0;0;0;15568;-2341;-765;0;0;-1044;-4150;11418;239;1356;-4970;-3609;-20;0;448;-298;-6854;4564;229;4793;-25;0;4768;-2550
OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;11495073;n2;;I;2;SAO PAULO;SP;41609;0;0;7576;0;7935;0;15511;0;0;0;0;0;0;15511;1141;0;-2993;-11417;-749;0;9;-73;-14083;1428;0;1428;-624;0;804;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2282709;b3S;;I;2;ANAPOLIS;GO;41609;13664;0;1728;0;0;0;15392;-3654;0;0;0;-4513;-8167;7225;541;350;-3277;-3799;-33;0;671;-1008;-6554;670;-125;545;-6;0;539;-915
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO RIO PARANÁ - SICREDI RIO PARANÁ PR/SP;81206039;b3S;;I;2;NOVA LONDRINA;PR;41609;12881;0;2396;0;0;0;15277;-2810;-935;0;0;-2420;-6165;9112;3374;737;-4555;-4155;-179;0;476;-2215;-6517;2596;-10;2586;-306;0;2280;-921
COOPERATIVA DE CRÉDITO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;b3S;;I;2;MANHUACU;MG;41609;12971;0;2113;0;0;0;15084;-2163;-1274;0;0;-1295;-4732;10351;1063;1508;-5129;-4967;-87;0;180;-459;-7891;2460;89;2550;-167;0;2382;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO GRANDES LAGOS DO PARANÁ - SICREDI GRANDES LAGOS PR;81115149;b3S;;I;2;LARANJEIRAS DO SUL;PR;41609;12833;0;2197;0;0;3;15033;-2562;-995;0;0;-955;-4513;10520;2769;1185;-3525;-3473;-70;0;446;-2973;-5641;4879;169;5048;-323;0;4725;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TERCEIRO PLANALTO DO PARANÁ - SICREDI TERCEIRO PLANALTO;77984870;b3S;;I;2;GUARAPUAVA;PR;41609;12729;0;2214;0;0;0;14943;-2400;-1458;0;0;-1655;-5513;9430;2282;827;-2881;-2812;-60;0;494;-3077;-5228;4202;-27;4175;-253;0;3922;0
ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;61973863;n2;;I;2;SAO PAULO;SP;41609;0;0;14500;370;25;0;14894;0;0;0;0;0;0;14894;2607;0;-2824;-2700;-249;0;1191;-27;-2001;12893;-15;12878;-9473;0;3405;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA GRANDE GETÚLIO VARGAS DO RIO GRANDE DO SUL - SICREDI ESTAÇÃO RS;87784088;b3S;;I;2;ESTACAO;RS;41609;12266;0;2358;0;0;0;14624;-2692;-1367;0;0;-2470;-6530;8094;1952;515;-3327;-2082;-43;0;633;-2625;-4977;3117;-10;3107;-262;0;2845;-1182
TREVISO CORRETORA DE CÂMBIO S.A.;2992317;n2;;I;2;SAO PAULO;SP;41609;0;0;733;0;13862;0;14595;0;0;0;0;18;18;14613;1320;4;-1758;-13403;-822;0;342;-10;-14327;286;-114;172;-17;0;155;-66
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ROTA DAS TERRAS - SICREDI ROTA DAS TERRAS RS;87510475;b3S;;I;2;TAPERA;RS;41609;10908;0;3664;0;0;1;14574;-3591;-1601;0;0;-929;-6122;8452;2190;377;-3057;-1380;-50;0;686;-2625;-3860;4592;10;4602;-263;0;4339;-1576
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;;I;2;CRISTALINA;GO;41609;12113;0;2382;0;0;0;14495;-2072;-3204;0;0;-2941;-8217;6277;1767;445;-3453;-2703;-48;0;1789;-2340;-4543;1735;790;2524;-304;0;2220;0
TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA;74451022;n2;;I;2;POCOS DE CALDAS;MG;41609;107;0;6772;114;7431;0;14424;0;0;0;0;185;185;14609;8771;0;-4002;-17791;-470;0;475;-222;-13240;1369;0;1369;78;0;1447;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;;I;2;MARACAJU;MS;41609;12378;0;2021;0;0;0;14399;-1971;-2841;0;0;-3748;-8560;5839;2152;818;-3581;-2834;-55;0;2743;-2822;-3578;2261;408;2669;-238;0;2431;-1052
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ E PATOS DE MINAS LTDA. - UNICRED DO ALTO PARANAÍBA E NOROESTE DE MINAS;1727929;b3S;;I;2;PATOS DE MINAS;MG;41609;11221;0;3072;0;0;0;14293;-4843;0;0;0;353;-4489;9804;924;180;-3041;-4461;-35;0;26;-913;-7320;2484;-15;2469;0;0;2469;-168
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;;I;2;CURITIBA;PR;41609;12832;0;1399;0;0;0;14231;-4224;-283;0;0;-300;-4807;9424;1231;723;-4358;-3666;-42;0;0;-523;-6636;2788;10;2798;-68;0;2730;-702
PERNAMBUCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DOS PODERES EXECUTIVO, LEGISLATIVO, JUDICIÁRIO E DO MINISTÉRIO PÚBLICO EM PERNAMBUCO;4146333;b3S;;I;2;RECIFE;PE;41609;13465;0;717;0;0;0;14183;-2549;-3040;0;0;-1171;-6760;7423;113;122;-2186;-2106;-11;0;125;-700;-4642;2781;-21;2760;0;-84;2676;-1057
UNICRED RECIFE   COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DO GRANDE RECIFE, ZONA DA MATA NORTE E SUL LTDA;70241658;b3S;;I;2;RECIFE;PE;41609;12044;0;1874;0;0;0;13918;-3910;0;0;0;-205;-4115;9803;499;597;-2956;-1685;-47;0;211;-634;-4015;5788;0;5788;-63;-176;5549;-1353
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82096447;b3S;;I;2;VIDEIRA;SC;41609;11805;0;1918;0;0;0;13724;-3584;0;0;0;-261;-3845;9879;0;0;-1198;-214;-7;0;57;-20;-1383;8496;156;8651;0;-99;8552;-1569
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE CAMPO GRANDE MS LTDA.;73647935;b3S;;I;2;CAMPO GRANDE;MS;41609;7350;0;6371;0;0;0;13721;-5280;-275;0;0;-298;-5853;7868;65;274;-2634;-2163;-16;0;0;-90;-4565;3303;0;3304;-1;0;3302;-2222
AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM;3183937;n1;;I;1;MANAUS;AM;41609;4322;0;9415;-78;0;0;13660;0;-2407;0;0;-42;-2448;11211;10224;239;-11100;-4378;-643;0;6841;-460;722;11934;-307;11626;-1704;-1236;8687;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DA SAÚDE, DOS MEMBROS E SERV DO PODER JUD, DO MP E DE ÓRGÃOS JUR DA REG METROP DE NATAL - UNICRED NATAL;70038237;b3S;;I;2;NATAL;RN;41609;9487;0;4078;0;0;0;13565;-4161;0;0;0;-2619;-6779;6786;185;167;-2935;-978;-17;0;1230;-705;-3053;3732;0;3732;0;-220;3512;-1422
OPPORTUNITY;51107;b2;;C;2;RIO DE JANEIRO;RJ;41609;0;0;13557;0;0;0;13557;0;0;0;0;0;0;13557;4474;0;-1840;-3607;-769;26;2866;-191;959;14516;0;14516;-2294;-1417;10805;-8973
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;;I;2;ITAUNA;MG;41609;10962;0;2592;0;0;0;13555;-4163;-238;0;0;-1136;-5537;8018;537;851;-2018;-1660;-21;0;69;-1375;-3617;4401;-64;4336;-14;0;4322;-603
COOPERATIVA DE CREDITO RURAL E DE PEQUENOS EMPRESARIOS, MICROEMPRESARIOS E MICROEMPREENDEDORES DA REGIAO DE VARGINHA LTDA. - SICOOB CREDIVAR;25798596;b3S;;I;2;VARGINHA;MG;41609;10962;0;2487;0;0;0;13449;-2246;-1933;0;0;-1427;-5605;7844;863;662;-4156;-3328;-70;0;847;-605;-5788;2056;0;2056;-92;0;1964;0
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74828799;b1;;I;3;PORTO ALEGRE;RS;41609;5606;2815;1885;254;2880;0;13439;-7309;-3344;-2697;0;-754;-14104;-665;28;256;-7018;-3150;-299;0;368;0;-9815;-10480;0;-10480;4192;0;-6288;0
BEXS;51743;b2;;C;2;SAO PAULO;SP;41609;0;0;160;0;12957;0;13118;0;0;0;0;-5;-5;13113;63;0;-2586;-9774;-687;0;30;-111;-13065;48;-19;28;-2;0;26;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;;I;2;SAO GONCALO DO SAPUCAI;MG;41609;11189;0;1898;0;0;0;13087;-2583;-1039;0;0;-919;-4541;8545;1007;913;-4845;-3766;-81;0;361;-570;-6981;1565;250;1814;-216;0;1599;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR;21866694;b3S;;I;2;MONTES CLAROS;MG;41609;10242;0;2816;0;0;0;13059;-2351;-1735;0;0;-485;-4572;8487;1216;1411;-4748;-3254;-91;0;170;-539;-5836;2651;-170;2480;-105;0;2375;-820
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10348181;b3S;;I;2;ITAPEMA;SC;41609;11466;0;1130;0;0;0;12596;-2767;-220;0;0;-2008;-4995;7601;1951;719;-3881;-3622;-75;0;462;-1918;-6364;1237;175;1412;0;0;1412;-901
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DO PARANÁ - SICOOB NOROESTE DO PARANÁ;5772229;b3S;;I;2;PARANAVAI;PR;41609;11088;0;1464;0;0;0;12552;-2428;-969;0;0;-2242;-5638;6914;926;912;-3589;-3225;-54;0;0;-752;-5781;1132;8;1141;-123;0;1017;-670
LECCA;51523;n1;;C;2;RIO DE JANEIRO;RJ;41609;11909;0;623;0;0;0;12532;-3112;0;0;0;-2745;-5858;6674;471;577;-166;-4892;-545;0;634;-1647;-5570;1104;0;1104;1;0;1104;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78834975;b3S;;I;2;CANOINHAS;SC;41609;8439;0;4054;0;0;0;12493;-4045;-501;0;0;-2470;-7016;5477;433;343;-3070;-2023;-29;56;855;-288;-3722;1755;23;1778;-79;0;1699;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;;I;2;RIBEIRAO PRETO;SP;41609;8180;0;4053;201;0;0;12433;-3637;-1197;0;0;-1185;-6019;6414;98;54;-2967;-1932;-335;0;0;0;-5083;1332;-23;1309;-124;-760;425;-166
BANCO WOORI BANK DO BRASIL S.A.;15357060;b1;;I;3;SAO PAULO;SP;41609;1285;0;10022;0;942;0;12249;-8040;0;0;0;-74;-8114;4135;31;3;-1476;-1863;-207;0;5;-3;-3510;625;6;631;-43;0;588;0
